sdss_name,sdss_ra,sdss_dec,sdss_z,sdss_source_z,sdss_zwarning,z_reliable_flag,FIRST,source_tier_first,Fpeak_first,Fint_first,Rms_first,NVSS,source_tier_nvss,S1.4_nvss,e_S1.4_nvss,GLEAM,source_tier_gleam,Fpwide_gleam,e_Fpwide_gleam,Fintwide_gleam,e_Fintwide_gleam,RACS-DR1,source_tier_racs,Fpk_racs,e_Fpk_racs,Ftot_racs,e_Ftot_racs,source_tier_flag
005636.88+293133.0,14.15367058751815,29.52585000026832,3.322,VI,0,1,,NA,,,,005636+293134,1,37.2,1.2,,NA,,,,,,NA,,,,,4.0
005653.25-094121.8,14.221907,-9.689413,3.244,DR6Q_HW,-1,1,,NA,,,,005653-094110,1,10.1,0.5,J005654-094113,1,0.05606,0.009941,0.063559,0.0143634,,NA,,,,,12.0
005726.61+165723.2,14.360906664280776,16.956469796058258,3.032,VI,0,1,,NA,,,,005726+165723,1,21.6,0.8,,NA,,,,,J005726.6+165724,1,18.016,0.421,17.586,0.718,6.0
005935.40-073621.5,14.897510255666944,-7.605987724759763,3.038,VI,0,1,,NA,,,,005934-073636,1,6.3,0.5,J005933-073637,1,0.056284,0.008578,0.055656,0.0106177,,NA,,,,,12.0
010034.14+265922.9,15.142260266876065,26.98970409211922,3.265,VI,0,1,,NA,,,,010034+265925,1,8.8,0.5,,NA,,,,,J010034.1+265923,1,11.383,0.331,11.704,0.585,6.0
010248.06+252316.0,15.70028560726746,25.387796494172274,3.515,VI,4,1,,NA,,,,010247+252316,1,2.1,0.4,,NA,,,,,J010247.9+252316,1,3.66,0.319,3.913,0.578,6.0
010511.47+322315.9,16.297793383798876,32.387758211944416,3.701,VI,0,1,,NA,,,,010511+322318,1,3.2,0.5,,NA,,,,,,NA,,,,,4.0
010701.03+325059.3,16.754304078434643,32.849825841556466,3.101,VI,0,1,,NA,,,,010701+325100,1,30.7,1.0,,NA,,,,,,NA,,,,,4.0
010733.05+274404.5,16.887723651893452,27.734591813199152,3.143,VI,0,1,,NA,,,,010733+274404,1,17.4,0.7,,NA,,,,,J010733.0+274403,1,12.171,0.271,12.943,0.49,6.0
010751.90+282314.0,16.966278431979163,28.387234333645118,3.004,VI,0,1,,NA,,,,010751+282312,1,24.0,1.1,,NA,,,,,J010751.8+282313,1,23.952,0.442,23.181,0.75,6.0
011201.20+095106.1,18.00502692089492,9.851720184104362,3.242,PIPE,4,3,,NA,,,,011201+095107,1,6.9,0.5,,NA,,,,,J011201.4+095109,1,9.387,0.475,8.966,0.798,6.0
011211.36+174338.7,18.047373042193826,17.727434782409667,3.335,VI,0,1,,NA,,,,011211+174338,1,49.7,1.5,,NA,,,,,J011211.3+174338,1,41.371,0.369,41.794,0.643,6.0
011349.83+242717.6,18.457642777783512,24.454908892250188,3.153,VI,0,1,,NA,,,,011349+242711,1,3.5,0.4,,NA,,,,,J011349.7+242718,1,4.117,0.239,3.768,0.391,6.0
011637.11+290411.6,19.154651644249142,29.069904614863756,3.285,VI,0,1,,NA,,,,011637+290411,1,63.8,2.0,,NA,,,,,J011637.1+290412,1,47.311,1.18,49.488,2.108,6.0
011702.69+311733.6,19.26122238469343,31.292671977314573,3.19,VI,0,1,,NA,,,,011702+311714,1,2.2,0.4,,NA,,,,,,NA,,,,,4.0
011747.86+011407.6,19.449429871670304,1.2354463627119305,3.694,VI,0,1,,NA,,,,011747+011407,1,28.3,1.0,J011747+011406,1,0.136032,0.010794,0.133528,0.0123141,J011747.8+011408,1,41.522,0.724,44.063,1.306,14.0
011828.17+161558.9,19.61739266891169,16.266362471999432,3.916,VI,0,1,,NA,,,,011829+161607,1,4.2,0.5,,NA,,,,,,NA,,,,,4.0
012057.17+244206.1,20.238209954853104,24.701703120345414,3.332,VI,0,1,,NA,,,,012057+244207,1,11.2,1.2,,NA,,,,,J012057.2+244206,1,9.055,0.262,18.435,0.992,6.0
012348.87+154724.3,20.953646419467077,15.790104839006323,3.495,VI,0,1,,NA,,,,012348+154720,1,5.5,0.4,,NA,,,,,J012348.8+154725,1,5.158,0.324,5.706,0.602,6.0
012419.97+080042.6,21.083230059226537,8.011860027484715,3.268,PIPE,0,2,,NA,,,,012420+080046,1,3.1,0.6,,NA,,,,,,NA,,,,,4.0
012534.96+323631.2,21.39569960363486,32.60868247139638,3.319,VI,0,1,,NA,,,,012534+323634,1,3.4,0.4,,NA,,,,,,NA,,,,,4.0
012656.20+241118.9,21.73418020837738,24.188588237324264,6.71,PIPE,4,3,,NA,,,,012656+241118,1,12.8,0.6,,NA,,,,,J012656.1+241118,1,9.996,0.418,10.627,0.754,6.0
012812.91-053221.0,22.053810658412488,-5.5391904673400845,3.252,VI,4,1,,NA,,,,012813-053221,1,82.9,2.5,J012812-053219,3,0.380366,0.00912,0.366624,0.0102227,J012812.9-053220,1,108.201,0.38,127.104,0.735,6.0
012829.43-063949.3,22.122656546896152,-6.663721833710865,3.243,VI,0,1,,NA,,,,012829-063949,1,29.4,1.0,,NA,,,,,J012830.0-063949,1,34.446,0.385,43.648,1.17,6.0
012906.02+145907.1,22.275087857516553,14.985331955516367,3.84,VI,0,1,,NA,,,,012906+145909,1,17.9,1.0,,NA,,,,,J012905.9+145907,1,13.969,0.635,14.625,1.135,6.0
012921.84+310258.4,22.34102284670945,31.049581919126425,3.565,VI,0,1,,NA,,,,012921+310258,1,105.6,3.2,,NA,,,,,,NA,,,,,4.0
012947.17-041056.4,22.446551972254284,-4.182349394459842,4.059,VI,0,1,,NA,,,,012946-041100,3,11.1,0.5,J012947-041051,3,0.050342,0.008325,0.060073,0.0130297,J012946.5-041100,3,11.351,0.401,17.59,0.944,0.0
013012.98+100051.9,22.554121715716803,10.014423966526389,3.072,VI,0,1,,NA,,,,013012+100051,1,25.9,0.9,J013012+100045,1,0.055875,0.010458,0.043623,0.010059,J013012.9+100052,1,31.598,0.45,32.183,0.789,14.0
013100.52+111205.8,22.752177741716196,11.201619133772397,3.264,VI,0,1,,NA,,,,013100+111225,1,6.3,0.5,,NA,,,,,,NA,,,,,4.0
013108.18+005248.2,22.784110476697975,0.8800693867420434,4.202,VI,0,1,,NA,,,,013108+005249,1,3.6,0.5,,NA,,,,,J013108.0+005249,1,4.917,0.666,5.002,1.186,6.0
013201.75+133611.9,23.00730835666525,13.603311710664334,3.347,PIPE,0,2,,NA,,,,013202+133625,3,4.0,0.7,,NA,,,,,J013202.5+133608,3,3.505,0.366,6.949,1.038,0.0
013324.06+332113.6,23.350266360297837,33.35378661940644,3.135,PIPE,0,2,,NA,,,,013324+332113,1,56.9,1.8,,NA,,,,,,NA,,,,,4.0
013325.15+242744.5,23.354803933041183,24.462375045947798,3.167,PIPE,0,2,,NA,,,,013324+242742,3,678.4,21.2,J013324+242739,3,2.451763,0.015849,2.41544,0.018069,J013324.5+242742,3,452.98,0.571,993.056,3.123,0.0
013519.88-064832.6,23.83284881455849,-6.809066319499112,3.042,VI,0,1,,NA,,,,013520-064853,1,2.7,0.6,,NA,,,,,,NA,,,,,4.0
013801.13+224808.5,24.504748490552515,22.802373535521596,5.343,VI,4,1,,NA,,,,013801+224809,1,41.7,1.3,J013800+224758,3,0.115838,0.015797,0.130538,0.0211879,J013801.1+224808,1,46.235,0.574,50.173,1.05,6.0
013837.09-044032.5,24.65455698214751,-4.6757152538286135,3.075,VI,0,1,,NA,,,,013836-044049,1,2.9,0.5,,NA,,,,,,NA,,,,,4.0
014214.75+002324.2,25.561472,0.390059,3.373,DR6Q_HW,-1,1,,NA,,,,014213+002312,3,2.5,0.4,,NA,,,,,,NA,,,,,0.0
014516.89+045227.7,26.320395063977003,4.874384674947228,3.282,VI,0,1,,NA,,,,014517+045241,1,3.4,0.5,,NA,,,,,,NA,,,,,4.0
014647.20+192242.8,26.696690092803806,19.378575640645142,3.113,PIPE,0,2,,NA,,,,014647+192243,1,4.3,0.4,,NA,,,,,J014647.1+192242,1,6.87,0.411,7.021,0.723,6.0
014717.45+095040.1,26.8227176239169,9.844479211776816,6.944,PIPE,4,3,,NA,,,,014717+095037,1,16.1,1.0,J014716+095048,1,0.056768,0.010202,0.063182,0.0144555,J014716.6+095036,1,19.073,0.461,25.27,1.242,14.0
015106.23+251728.7,27.77597353936818,25.291316309346694,3.099,VI,0,1,,NA,,,,015106+251729,1,199.5,6.0,J015105+251727,1,0.098268,0.014707,0.088771,0.0158352,J015106.2+251728,1,177.747,0.273,182.23,0.48,14.0
015210.35+011228.8,28.043143863219825,1.2080213490933596,3.162,VI,0,1,,NA,,,,015210+011228,1,33.9,1.1,J015210+011226,3,0.149833,0.009638,0.147011,0.0109138,J015210.3+011230,1,47.873,0.502,49.861,0.894,6.0
015244.44-002219.8,28.18517282314409,-0.3721876761961682,3.287,VI,0,1,,NA,,,,015243-002219,1,12.2,1.1,J015245-002233,3,0.092986,0.007904,0.153526,0.0158519,J015244.0-002211,1,7.064,0.499,19.275,1.803,6.0
015322.44+272446.5,28.3435279946018,27.412925146451443,3.474,VI,0,1,,NA,,,,015322+272447,1,14.0,0.6,,NA,,,,,J015322.3+272448,1,15.42,0.247,15.34,0.427,6.0
015752.33+155259.6,29.468045845559573,15.8832271354749,3.085,VI,0,1,,NA,,,,015752+155259,1,59.9,1.8,J015752+155258,1,0.328351,0.011341,0.331344,0.0132265,J015752.3+155300,1,89.865,0.356,92.986,0.631,14.0
015824.53+015429.1,29.60223830997893,1.9081097321225804,3.225,VI,0,1,,NA,,,,015823+015433,1,9.6,0.5,,NA,,,,,,NA,,,,,4.0
015921.23+231730.6,29.83849864452401,23.291857336797875,3.211,VI,0,1,,NA,,,,015921+231734,1,19.4,0.7,,NA,,,,,J015921.2+231730,1,17.248,0.268,17.487,0.469,6.0
020310.50+263243.0,30.79377272904776,26.545288876527657,3.347,VI,0,1,,NA,,,,020310+263242,1,104.4,3.2,,NA,,,,,J020310.4+263243,1,77.004,0.227,78.64,0.399,6.0
020402.56-034319.7,31.010693677033217,-3.7221486153964896,3.821,VI,0,1,,NA,,,,020403-034337,1,3.5,0.4,,NA,,,,,,NA,,,,,4.0
020456.44+222414.0,31.23516728748234,22.403903657610822,3.088,VI,0,1,,NA,,,,020456+222416,1,2.7,0.4,,NA,,,,,J020456.4+222414,1,1.904,0.303,1.991,0.544,6.0
020632.99+245244.1,31.637463304575363,24.87892458427221,3.273,VI,0,1,,NA,,,,020633+245237,1,10.3,0.9,,NA,,,,,J020632.9+245243,1,8.772,0.254,9.161,0.454,6.0
022052.11+013711.1,35.21714539316599,1.6197633764096095,3.138,VI,0,1,,NA,,,,022052+013700,1,2.3,0.4,,NA,,,,,,NA,,,,,4.0
023231.40-000010.8,38.13084367677607,-0.003003867108511071,3.835,VI,0,1,,NA,,,,023231-000035,1,2.5,0.4,,NA,,,,,,NA,,,,,4.0
024520.18+040008.7,41.33411139143777,4.002442830400328,3.836,VI,0,1,,NA,,,,024521+040028,1,3.1,0.5,,NA,,,,,,NA,,,,,4.0
025218.25-003233.9,43.07605227236297,-0.5427703801565225,3.3,VI,0,1,,NA,,,,025218-003252,1,4.5,0.5,,NA,,,,,,NA,,,,,4.0
025813.38-051600.9,44.55576562438947,-5.266942747672057,3.003,PIPE,0,2,,NA,,,,025813-051600,1,5.5,0.5,,NA,,,,,J025813.2-051559,1,4.382,0.291,5.919,0.621,6.0
073756.09+425528.5,114.48373740713518,42.924601882290716,3.598,PIPE,4,3,,NA,,,,073754+425547,1,6.9,0.5,,NA,,,,,,NA,,,,,4.0
074707.19+424158.0,116.77995815710975,42.69946788219822,3.215,VI,4,1,,NA,,,,074707+424201,1,20.6,0.7,,NA,,,,,,NA,,,,,4.0
074718.49+254608.1,116.82704440126236,25.76891682355204,3.307,VI,0,1,,NA,,,,074717+254553,1,3.1,0.4,,NA,,,,,,NA,,,,,4.0
074941.90+372430.6,117.42460404818493,37.40850980720956,3.346,VI,0,1,,NA,,,,074941+372433,1,9.6,0.5,,NA,,,,,,NA,,,,,4.0
075219.40+274452.7,118.08085259189198,27.747979232212764,3.369,PIPE,0,2,,NA,,,,075219+274454,1,4.3,0.4,,NA,,,,,,NA,,,,,4.0
075516.74+181548.7,118.81976680942876,18.263533501302405,3.083,VI,0,1,,NA,,,,075516+181527,3,5.2,0.5,,NA,,,,,,NA,,,,,0.0
075521.58+273018.2,118.83993911765953,27.505062148109474,3.258,VI,0,1,,NA,,,,075521+273019,1,8.1,0.5,,NA,,,,,J075521.2+273019,1,13.013,0.336,12.891,0.58,6.0
075723.19+105816.6,119.34663325593101,10.971296425434218,3.983,VI,0,1,,NA,,,,075723+105805,1,20.6,0.7,J075723+105750,3,0.083609,0.014643,0.080164,0.0172357,,NA,,,,,4.0
075839.03+202755.4,119.66263687954743,20.465405140485828,3.385,VI,0,1,,NA,,,,075839+202754,1,8.7,0.5,,NA,,,,,J075838.9+202755,1,11.696,0.257,11.691,0.446,6.0
075931.25+210921.1,119.88022338588054,21.15586410633803,3.224,PIPE,0,2,,NA,,,,075933+210917,1,21.5,1.2,J075933+210915,3,0.154473,0.017762,0.169664,0.0232682,,NA,,,,,4.0
080323.17+360345.1,120.84657840299892,36.0625472524871,3.693,VI,0,1,,NA,,,,080321+360342,1,4.1,0.4,,NA,,,,,,NA,,,,,4.0
081055.48+445631.5,122.73117383530307,44.942094927576406,3.206,PIPE,0,2,,NA,,,,081056+445643,1,2.2,0.4,,NA,,,,,,NA,,,,,4.0
082249.44+504221.3,125.70601370473803,50.70594258807449,3.385,VI,4,1,,NA,,,,082250+504238,1,2.8,0.4,,NA,,,,,,NA,,,,,4.0
082511.60+123417.2,126.29835503831977,12.57145058110122,4.378,VI,0,1,,NA,,,,082511+123418,1,11.8,0.9,,NA,,,,,J082511.5+123418,1,12.351,0.607,13.311,1.106,6.0
082717.89-003131.9,126.82456177639925,-0.5255387274870007,3.132,VI,0,1,,NA,,,,082717-003130,1,32.9,1.1,,NA,,,,,J082717.7-003131,1,32.531,0.274,33.511,0.484,6.0
082904.12+542716.2,127.26716932490729,54.45451795657796,3.925,VI,0,1,,NA,,,,082903+542712,1,39.7,1.6,,NA,,,,,,NA,,,,,4.0
082943.35+033310.3,127.43063217074719,3.552874602325713,3.163,VI,0,1,,NA,,,,082943+033318,1,5.4,0.5,,NA,,,,,J082944.0+033312,1,8.018,0.348,8.363,0.621,6.0
083548.15+424645.1,128.95063271413943,42.77919523774517,3.347,PIPE,0,2,,NA,,,,083548+424651,1,2.3,0.4,,NA,,,,,,NA,,,,,4.0
083851.59+403354.7,129.71498236670223,40.56520232151033,3.698,VI,0,1,,NA,,,,083852+403401,1,3.8,0.4,,NA,,,,,,NA,,,,,4.0
084627.31+102339.1,131.61380477427403,10.394207023477758,3.152,VI,0,1,,NA,,,,084628+102337,1,2.9,0.5,,NA,,,,,,NA,,,,,4.0
084715.16+383109.9,131.81318920837867,38.51944341454115,3.181,VI,0,1,,NA,,,,084715+383110,1,200.5,6.0,,NA,,,,,,NA,,,,,4.0
084848.29+351545.1,132.20123194886318,35.26254308743793,3.025,VI,0,1,,NA,,,,084846+351546,1,9.4,1.3,,NA,,,,,,NA,,,,,4.0
085023.56+153003.9,132.59820252929848,15.501103656738103,3.713,VI,0,1,,NA,,,,085023+153003,1,41.3,1.3,J085023+153004,1,0.223515,0.013823,0.216336,0.0154862,J085023.5+153003,1,63.098,1.008,64.544,1.773,14.0
085743.87+245515.1,134.4328321321999,24.920876311305317,3.761,VI,0,1,,NA,,,,085743+245512,1,4.3,0.6,,NA,,,,,J085744.0+245513,1,7.76,0.332,8.688,0.621,6.0
090042.32+482840.4,135.1763602864243,48.47789451682794,3.137,VI,0,1,,NA,,,,090041+482847,1,28.2,0.9,,NA,,,,,,NA,,,,,4.0
090237.33+010135.9,135.6555582848039,1.0266462999272632,3.12,VI,0,1,,NA,,,,090237+010136,1,14.5,0.6,,NA,,,,,J090237.1+010136,1,11.012,0.384,12.79,0.736,6.0
090246.11+173441.5,135.69215322444535,17.578199271426087,3.237,VI,0,1,,NA,,,,090247+173425,1,48.3,3.0,J090246+173427,1,0.157722,0.01148,0.214597,0.018535,,NA,,,,,12.0
090457.84+013830.2,136.24102186969188,1.6417404516273262,3.278,VI,0,1,,NA,,,,090457+013837,1,3.4,0.5,,NA,,,,,,NA,,,,,4.0
090617.04+372617.4,136.571039,37.438189,3.362,DR6Q_HW,-1,1,,NA,,,,090615+372614,1,2.7,0.4,,NA,,,,,,NA,,,,,4.0
090744.90+372359.6,136.9371038447114,37.39990994802767,3.021,VI,0,1,,NA,,,,090744+372401,1,86.5,3.1,,NA,,,,,,NA,,,,,4.0
090759.15+641839.3,136.99646803850672,64.31094264815968,3.267,VI,0,1,,NA,,,,090757+641840,1,2.6,0.4,,NA,,,,,,NA,,,,,4.0
090836.64+041019.0,137.1527009366856,4.1719457878303166,3.128,VI,0,1,,NA,,,,090836+041006,3,5.2,0.5,,NA,,,,,J090836.7+041012,1,5.395,0.453,6.721,0.913,2.0
090838.91+145307.7,137.1621524893888,14.885474599182029,3.371,VI,0,1,,NA,,,,090838+145248,1,2.3,0.4,,NA,,,,,,NA,,,,,4.0
090912.97+643520.7,137.30405252422395,64.58908514982085,3.078,VI,0,1,,NA,,,,090912+643520,1,64.9,2.0,,NA,,,,,,NA,,,,,4.0
091157.25+261921.1,137.98857132592596,26.32254591798083,3.304,VI,0,1,,NA,,,,091157+261922,1,31.3,1.0,,NA,,,,,J091157.2+261921,1,41.836,0.284,43.558,0.506,6.0
091207.75+565035.9,138.0323271959793,56.843316360939355,3.102,VI,0,1,,NA,,,,091208+565035,1,396.5,11.9,,NA,,,,,,NA,,,,,4.0
091301.33+034207.5,138.2555718892412,3.7021026229309437,3.006,VI,0,1,,NA,,,,091301+034223,1,10.0,1.2,J091300+034222,1,0.071414,0.011346,0.130394,0.0282871,,NA,,,,,12.0
091758.17+625442.9,139.49241284115723,62.91193792160281,3.232,VI,0,1,,NA,,,,091758+625442,1,11.5,0.5,,NA,,,,,,NA,,,,,4.0
091818.57+581931.6,139.57737989574497,58.32545140567134,3.158,PIPE,0,2,,NA,,,,091818+581930,1,36.2,1.2,,NA,,,,,,NA,,,,,4.0
091844.21+115846.7,139.6842103105843,11.979643818140138,3.24,VI,0,1,,NA,,,,091844+115907,1,3.3,0.5,,NA,,,,,,NA,,,,,4.0
091945.85+662014.8,139.941051,66.337453,3.608,DR7QV_SCH,-1,1,,NA,,,,091944+662014,1,13.0,0.6,,NA,,,,,,NA,,,,,4.0
092134.78+201625.8,140.39493524209047,20.273852720337242,3.07,VI,0,1,,NA,,,,092133+201633,1,5.3,0.5,,NA,,,,,J092134.4+201630,1,4.632,0.331,10.305,1.029,6.0
092155.64+423300.4,140.48184131174747,42.55011257012241,3.81,VI,0,1,,NA,,,,092154+423305,1,3.0,0.4,,NA,,,,,,NA,,,,,4.0
092231.57+113404.7,140.63156206118555,11.567991249174646,3.801,VI,0,1,,NA,,,,092231+113417,1,2.6,0.5,,NA,,,,,,NA,,,,,4.0
092252.39+501209.3,140.71831148570394,50.20261029967299,3.046,VI,0,1,,NA,,,,092253+501203,1,2.9,0.4,,NA,,,,,,NA,,,,,4.0
092358.55+393045.4,140.993981927035,39.51261459623413,4.043,VI,0,1,,NA,,,,092400+393044,3,3.3,0.5,,NA,,,,,,NA,,,,,0.0
092554.13+194349.8,141.47557382522297,19.73052223914304,4.054,VI,4,1,,NA,,,,092554+194338,1,2.6,0.5,,NA,,,,,,NA,,,,,4.0
092702.68+310038.0,141.76117935070505,31.010578665365863,3.074,VI,0,1,,NA,,,,092703+310031,3,3.8,0.5,,NA,,,,,,NA,,,,,0.0
093047.84+212827.1,142.69936943841725,21.47421568941561,3.777,VI,0,1,,NA,,,,093047+212810,1,2.7,0.5,,NA,,,,,,NA,,,,,4.0
093124.21+411435.8,142.8508839453154,41.24328870262525,3.371,VI,0,1,,NA,,,,093126+411436,1,8.8,1.7,,NA,,,,,,NA,,,,,4.0
093441.09+604539.0,143.67122492471907,60.76086019824054,3.28,VI,4,1,,NA,,,,093442+604534,1,4.1,0.5,,NA,,,,,,NA,,,,,4.0
093517.01+290647.8,143.82088947949495,29.113297391995964,3.875,VI,0,1,,NA,,,,093516+290646,1,2.8,0.5,,NA,,,,,,NA,,,,,4.0
093606.26+044742.6,144.02608411650178,4.795180633057606,3.105,VI,0,1,,NA,,,,093606+044744,1,3.8,0.5,,NA,,,,,J093605.6+044736,1,5.645,0.594,9.891,1.524,6.0
094013.88+344628.8,145.05786535790043,34.77467789718119,3.356,VI,0,1,,NA,,,,094014+344640,1,22.5,1.1,,NA,,,,,,NA,,,,,4.0
094036.88+064417.9,145.15369961194426,6.738314823220495,4.021,VI,0,1,,NA,,,,094037+064433,1,3.6,0.5,,NA,,,,,,NA,,,,,4.0
094811.62+311823.6,147.04844228723843,31.30656025980454,3.643,VI,0,1,,NA,,,,094812+311811,1,3.1,0.4,,NA,,,,,,NA,,,,,4.0
094840.61+182120.4,147.16923043664966,18.35568953577843,3.215,VI,0,1,,NA,,,,094840+182138,1,5.4,0.4,,NA,,,,,,NA,,,,,4.0
094905.52+330119.1,147.27303338222248,33.02198036457015,3.235,VI,0,1,,NA,,,,094904+330105,1,2.7,0.5,,NA,,,,,,NA,,,,,4.0
095132.13-015706.9,147.8838956075785,-1.9519353500580838,3.265,VI,0,1,,NA,,,,095133-015713,1,5.5,0.5,,NA,,,,,,NA,,,,,4.0
095327.10+101043.7,148.36293581193542,10.178808916365869,3.293,VI,0,1,,NA,,,,095326+101044,1,5.0,0.5,,NA,,,,,J095326.7+101046,1,5.078,0.434,7.19,0.956,6.0
095454.39+024710.4,148.72665016816018,2.7862379563917212,3.087,VI,0,1,,NA,,,,095454+024710,1,48.8,1.5,J095454+024659,1,0.2608,0.00971,0.253634,0.0108729,J095454.3+024710,1,73.142,0.481,81.509,0.896,14.0
095513.83+085923.1,148.8076331903747,8.989771353693587,3.625,VI,0,1,,NA,,,,095513+085921,1,10.6,0.5,,NA,,,,,J095513.8+085924,1,17.463,0.392,17.87,0.69,6.0
095617.14+373224.7,149.07143200979004,37.540216085365124,3.239,VI,0,1,,NA,,,,095617+373224,1,63.7,2.0,,NA,,,,,,NA,,,,,4.0
095726.94+042139.0,149.36228571047394,4.360843809167386,3.144,VI,0,1,,NA,,,,095728+042137,1,2.6,0.5,,NA,,,,,,NA,,,,,4.0
095755.87+241012.1,149.48281660507672,24.17004457478458,3.112,VI,0,1,,NA,,,,095755+240948,3,11.0,1.1,,NA,,,,,,NA,,,,,0.0
095757.50+325529.8,149.48958959130695,32.92495873807181,3.443,VI,0,1,,NA,,,,095755+325516,1,2.3,0.4,,NA,,,,,,NA,,,,,4.0
100134.64+055244.6,150.39433379379787,5.879068083810238,3.061,VI,0,1,,NA,,,,100134+055306,1,2.3,0.4,,NA,,,,,,NA,,,,,4.0
100159.83+044134.5,150.49929686619822,4.692933310756075,3.118,VI,0,1,,NA,,,,100201+044128,1,2.3,0.4,,NA,,,,,,NA,,,,,4.0
100227.19+055324.1,150.6132987069491,5.890046086582908,3.038,VI,0,1,,NA,,,,100227+055325,1,3.0,0.5,,NA,,,,,J100226.9+055326,1,3.298,0.625,3.457,1.12,6.0
100228.65+492046.4,150.61938319162894,49.34623230304062,3.292,VI,0,1,,NA,,,,100227+492048,1,5.8,0.5,,NA,,,,,,NA,,,,,4.0
100242.35+280449.5,150.67648898019723,28.08043889492007,3.133,VI,0,1,,NA,,,,100242+280456,1,10.9,1.8,,NA,,,,,,NA,,,,,4.0
100324.27+381656.6,150.85112615687189,38.28240072772551,3.197,VI,0,1,,NA,,,,100322+381650,1,10.2,1.0,,NA,,,,,,NA,,,,,4.0
100659.91+014312.7,151.74964474048457,1.7202145319199713,3.6,VI,0,1,,NA,,,,100700+014305,1,12.9,0.6,J100700+014306,3,0.060361,0.008328,0.070609,0.011806,,NA,,,,,4.0
101107.94+291107.3,152.78310730744727,29.18537674665628,3.249,VI,0,1,,NA,,,,101108+291111,1,4.2,0.4,,NA,,,,,,NA,,,,,4.0
101130.94+451921.8,152.87894280754435,45.32274659199043,3.114,VI,0,1,,NA,,,,101131+451944,3,2.8,0.4,,NA,,,,,,NA,,,,,0.0
101429.11+103622.3,153.62130085665976,10.606220353994587,3.018,VI,0,1,,NA,,,,101430+103617,1,2.1,0.4,,NA,,,,,,NA,,,,,4.0
101613.98+313534.7,154.05825243401662,31.592993750423638,3.055,PIPE,0,2,,NA,,,,101614+313531,1,3.4,0.4,,NA,,,,,,NA,,,,,4.0
102251.72+280833.2,155.71551242634615,28.142575239287893,3.585,VI,0,1,,NA,,,,102251+280836,1,22.9,0.8,,NA,,,,,J102251.5+280837,1,39.463,0.399,40.205,0.7,6.0
102400.14+494528.6,156.00062215939627,49.7579580017535,3.088,VI,4,1,,NA,,,,102400+494527,1,23.5,0.8,,NA,,,,,,NA,,,,,4.0
103309.20+644351.1,158.28834826913067,64.73087800789551,3.955,VI,0,1,,NA,,,,103309+644351,1,21.1,0.7,,NA,,,,,,NA,,,,,4.0
103641.81+423949.0,159.17422860291015,42.66362922649362,3.368,VI,0,1,,NA,,,,103642+423933,1,5.5,0.5,,NA,,,,,,NA,,,,,4.0
103837.75+451314.7,159.65731623764995,45.220764494375295,3.675,VI,0,1,,NA,,,,103838+451313,1,5.2,0.4,,NA,,,,,,NA,,,,,4.0
103916.58+103244.7,159.81910228291167,10.54575924085216,3.636,VI,4,1,,NA,,,,103916+103251,1,3.2,0.5,,NA,,,,,J103916.5+103245,1,5.307,0.464,7.039,0.98,6.0
103931.77+090110.4,159.88241354989196,9.019558465263758,3.191,VI,0,1,,NA,,,,103932+090055,1,3.3,0.4,,NA,,,,,,NA,,,,,4.0
104013.61+050429.8,160.0567205158349,5.074962121769934,3.218,VI,0,1,,NA,,,,104013+050425,1,3.8,0.5,,NA,,,,,J104013.4+050428,1,5.832,0.443,7.409,0.903,6.0
104109.40+643608.1,160.28917055727047,64.60227266034116,3.01,VI,0,1,,NA,,,,104112+643600,1,6.7,0.5,,NA,,,,,,NA,,,,,4.0
104146.93+360113.9,160.44555136912322,36.02052781476412,6.141,PIPE,0,2,,NA,,,,104147+360051,1,2.9,0.4,,NA,,,,,,NA,,,,,4.0
104149.42+243551.5,160.45593667533836,24.5976510037079,3.668,VI,0,1,,NA,,,,104149+243550,3,3.3,0.4,,NA,,,,,J104149.3+243551,1,5.99,0.294,6.061,0.514,2.0
104258.73+220218.4,160.74473051136522,22.03846693188495,3.239,VI,4,1,,NA,,,,104258+220221,1,4.2,0.5,,NA,,,,,J104258.7+220217,1,7.08,0.404,7.132,0.704,6.0
104447.69+660405.2,161.1987334915788,66.06813620421467,3.348,VI,0,1,,NA,,,,104446+660404,1,6.4,0.4,,NA,,,,,,NA,,,,,4.0
104734.94+485301.8,161.89560878770982,48.88384838720751,3.082,PIPE,0,2,,NA,,,,104735+485258,1,12.8,0.9,,NA,,,,,,NA,,,,,4.0
105007.60+482806.6,162.53168520752354,48.46852591188855,3.15,VI,0,1,,NA,,,,105007+482746,1,4.0,0.5,,NA,,,,,,NA,,,,,4.0
105015.58+570255.7,162.56494220092634,57.04880846686216,3.272,VI,0,1,,NA,,,,105015+570257,1,3.3,0.4,,NA,,,,,,NA,,,,,4.0
110029.74+422229.9,165.12395396350573,42.37498507862471,3.49,VI,0,1,,NA,,,,110029+422229,1,41.1,1.3,,NA,,,,,,NA,,,,,4.0
110812.52+314353.4,167.05220616500117,31.731514907260042,3.198,VI,0,1,,NA,,,,110811+314357,1,5.9,0.4,,NA,,,,,,NA,,,,,4.0
110920.33+310843.4,167.3347268213421,31.145393596986512,3.153,VI,0,1,,NA,,,,110918+310828,1,3.6,0.4,,NA,,,,,,NA,,,,,4.0
