sdss_name,sdss_ra,sdss_dec,sdss_z,sdss_source_z,sdss_zwarning,z_reliable_flag,FIRST,match_tier_first,Fpeak_first,Fint_first,Rms_first,NVSS,match_tier_nvss,S1.4_nvss,e_S1.4_nvss,GLEAM,match_tier_gleam,Fpwide_gleam,e_Fpwide_gleam,Fintwide_gleam,e_Fintwide_gleam,RACS-DR1,match_tier_racs,Fpk_racs,e_Fpk_racs,Ftot_racs,e_Ftot_racs,match_tier_flag,match_tier_mark,sep_first,sep_nvss,sep_racs,sep_gleam,resolve_gleam,sdss_name,Sample,Note1,Note2,first_code,nvss_code,racs_code,gleam_code
115933.06+164726.6,179.88778456205907,16.79072229409553,3.48,VI,0,1,J115933.0+164726,1,1.2,0.77,0.139,,,,,,,,,,,,,,,,,1000,1000,0.37,,,,,115933.06+164726.6,good,,,U,ND,ND,ND
115945.55-001049.0,179.9397989156398,-0.180296867,3.154,VI,0,1,,,,,,115945-001044,3,2.8,0.5,,,,,,,,,,,,,0100,0300,,5.008,,,,115945.55-001049.0,good B,affected by cp,,ND,Uaf,ND,ND
115956.07+002504.8,179.98366378212037,0.4180009850224433,3.177,VI,0,1,,,,,,115955+002505,3,9.4,0.5,,,,,,,J115955.8+002504,1,14.893,0.316,17.195,0.603,0110,0310,,1.453,3.465,,,115956.07+002504.8,good,,,ND,U,U,ND
120011.06+305553.0,180.0461084376377,30.931412454374993,3.349,VI,0,1,J120011.0+305552,1,1.22,0.73,0.139,,,,,,,,,,,,,,,,,1000,1000,0.176,,,,,120011.06+305553.0,good,,,U,ND,ND,ND
120021.14+361926.1,180.0881072207933,36.32392381864547,4.369,VI,0,1,,,,,,120019+361917,3,3.4,0.6,,,,,,,,,,,,,0100,0300,,21.46,,,,120021.14+361926.1,rejected B,radio,,ND,Eoff,ND,ND
120024.87+140704.6,180.10362973920343,14.117961628652797,3.02,VI,0,1,,,,,,120025+140704,3,2.8,0.5,,,,,,,,,,,,,0100,0300,,9.444,,,,120024.87+140704.6,rejected B,radio,,ND,Eoff,ND,ND
120041.35+543549.6,180.17231742388248,54.59713459711806,3.91,VI,0,1,J120041.3+543549,1,2.52,1.93,0.151,,,,,,,,,,,,,,,,,1000,1000,0.211,,,,,120041.35+543549.6,good,,,U,ND,ND,ND
120059.68+400913.1,180.24870423702427,40.15364742211698,3.376,VI,0,1,J120059.7+400912,1,3.66,3.48,0.143,120059+400915,3,4.3,0.4,,,,,,,,,,,,,1100,1300,0.315,2.454,,,,120059.68+400913.1,good,,,U,U,ND,ND
120111.28+424705.2,180.29702788960788,42.784783607014035,3.038,VI,0,1,J120111.2+424705,1,9.92,10.11,0.148,120111+424704,1,8.8,0.5,,,,,,,,,,,,,1100,1100,0.109,0.89,,,,120111.28+424705.2,good,,,U,U,ND,ND
120112.41+042454.8,180.3017429369864,4.41523927785387,3.237,VI,0,1,,,,,,120112+042456,3,5,0.5,,,,,,,,,,,,,0100,0300,,5.722,,,,120112.41+042454.8,cand B,RG or radio or mix,,ND,SEoff,ND,ND
120113.38+110402.3,180.3057650253328,11.06732638725038,3.69,VI,0,1,J120113.3+110402,1,1.71,2.51,0.138,,,,,,,,,,,,,,,,,1000,1000,0.016,,,,,120113.38+110402.3,good,,,U,ND,ND,ND
120143.79+352147.0,180.4324938706636,35.36307155510585,3.369,VI,0,1,J120143.8+352146,1,1.21,1.25,0.128,,,,,,,,,,,,,,,,,1000,1000,0.163,,,,,120143.79+352147.0,good,,,U,ND,ND,ND
120144.96+095352.1,180.43735042308,9.897816700032497,3.579,VI,0,1,J120144.9+095352,1,2.45,2.19,0.138,120144+095349,1,2.9,0.4,,,,,,,,,,,,,1100,1100,0.269,9.531,,,,120144.96+095352.1,good B,,2 affected by radio,U,Uaf,ND,ND
120152.41+500846.9,180.4683893984227,50.14637584762609,3.215,VI,0,1,J120152.5+500847,1,22.77,26.19,0.133,120152+500847,3,28.2,0.9,,,,,,,,,,,,,1100,1300,1.118,0.966,,,,120152.41+500846.9,good,,2 can be affected by cp,U,U,ND,ND
120228.96+481010.6,180.62068806556096,48.1696201487923,3.516,VI,0,1,J120229.0+481010,1,102,105.83,0.142,120229+481011,1,104,3.1,,,,,,,,,,,,,1100,1100,0.39,1.244,,,,120228.96+481010.6,good,,,U,U,ND,ND
120242.28+370034.4,180.67620777319843,37.00956685710547,3.051,VI,0,1,J120242.3+370034,1,3.55,3.11,0.144,120242+370036,3,7.8,0.5,,,,,,,,,,,,,1100,1300,0.515,2.541,,,,120242.28+370034.4,good B,,2 affected by radio,U,SEaf,ND,ND
120245.00+145229.8,180.68753227455937,14.874957061088956,3.38,VI,0,1,,,,,,120245+145251,3,2.6,0.4,,,,,,,,,,,,,0100,0300,,22.766,,,,120245.00+145229.8,rejected B,radio,,ND,Ecp,ND,ND
120249.23+304140.1,180.7051344314167,30.694499387933064,3.278,VI,0,1,J120249.2+304140,1,1.99,1.5,0.138,120248+304138,3,2.7,0.4,,,,,,,,,,,,,1100,1300,0.164,8.173,,,,120249.23+304140.1,cand B,2 affected by nearby RG,1 good,U,Eoff,ND,ND
120321.26+422714.6,180.8386071989079,42.45408125688471,3.373,VI,0,1,J120321.2+422715,1,2.17,2.43,0.139,120321+422711,3,3.1,0.4,,,,,,,,,,,,,1100,1300,0.318,2.796,,,,120321.26+422714.6,good,,2 slightly affected by cp,U,U,ND,ND
120414.80+363057.5,181.0616800828304,36.51599260644346,3.954,VI,0,1,J120414.7+363057,1,7.18,7.02,0.142,120414+363058,3,7.4,0.5,,,,,,,,,,,,,1100,1300,0.23,1.899,,,,120414.80+363057.5,good,,,U,U,ND,ND
120415.83+371738.5,181.0659831057696,37.29405404842046,3.311,VI,0,1,J120415.8+371738,1,49.46,50.49,0.134,120415+371738,1,51.8,1.6,,,,,,,,,,,,,1100,1100,0.344,0.581,,,,120415.83+371738.5,good,,,U,U,ND,ND
120427.87+280321.0,181.11616558583825,28.0558440774124,3.22,VI,0,1,J120427.8+280321,1,22.65,23.4,0.142,120427+280322,1,22.8,0.8,,,,,,,J120427.8+280320,1,16.246,0.454,16.225,0.787,1110,1110,0.13,1.494,0.594,,,120427.87+280321.0,good,,,U,U,U,ND
120447.15+330938.7,181.19646841315657,33.160765750435736,3.61,VI,0,1,J120447.1+330938,1,1.05,1.12,0.146,,,,,,,,,,,,,,,,,1000,1000,0.317,,,,,120447.15+330938.7,good,,,U,ND,ND,ND
120457.38+032326.0,181.23908715186025,3.3905631063836528,3.447,VI,4,1,J120457.3+032326,1,17.53,19.06,0.148,120457+032324,1,18.5,0.7,,,,,,,J120457.4+032325,1,23.229,0.395,24.654,0.712,1110,1110,0.31,1.343,0.545,,,120457.38+032326.0,good,,,U,U,U,ND
120531.73+290149.1,181.38222634102183,29.030332824667905,3.448,VI,0,1,J120531.7+290149,1,1.51,1.46,0.147,,,,,,,,,,,,,,,,,1000,1000,0.764,,,,,120531.73+290149.1,good,,,U,ND,ND,ND
120547.31+225134.4,181.44715337774525,22.859570751833303,3.54,VI,0,1,J120547.3+225134,1,4.94,5.4,0.137,120547+225134,3,6.2,0.5,,,,,,,J120547.3+225133,3,5.864,0.489,5.506,0.812,1110,1330,0.461,0.355,0.991,,,120547.31+225134.4,good,,,U,U,U,ND
120553.88+225245.9,181.47450624546724,22.87943212996445,3.355,VI,0,1,J120553.9+225245,1,4.13,4.16,0.136,120554+225226,3,22.5,1.8,,,,,,,,,,,,,1100,1300,0.409,23.841,,,,120553.88+225245.9,cand B,2 dominated by cp,1 good,U,Eoff,ND,ND
120602.12+222546.4,181.50887259918824,22.429583184934447,3.004,VI,0,1,J120602.1+222546,1,1.53,1.76,0.141,,,,,,,,,,,,,,,,,1000,1000,0.557,,,,,120602.12+222546.4,good,,,U,ND,ND,ND
120602.73+093443.5,181.51137892302495,9.578764666965949,3.101,VI,0,1,J120602.7+093443,1,1.42,1.27,0.132,,,,,,,,,,,,,,,,,1000,1000,0.492,,,,,120602.73+093443.5,good,,,U,ND,ND,ND
120649.21+193644.1,181.70504618830503,19.612253222630137,3.316,VI,0,1,,,,,,120649+193700,1,4.5,0.4,,,,,,,,,,,,,0100,0100,,19.266,,,,120649.21+193644.1,cand B,radio or affected by radio,,ND,Uoff,ND,ND
120711.12+175315.7,181.79637397898543,17.887697206905727,3.092,VI,0,1,,,,,,,,,,J120714+175410,3,0.167374,0.028016,0.169275,0.0343673,,,,,,,0001,0003,,,,77.753,1.011,120711.12+175315.7,rejected B,cp,,ND,ND,ND,Ucp
120836.12+122010.2,182.15051260847315,12.336190526011343,3.04,VI,0,1,J120836.1+122010,1,9.79,9.73,0.138,120836+122008,1,8.9,0.5,,,,,,,J120836.1+122010,1,8.964,0.303,10.346,0.579,1110,1110,0.474,1.474,0.426,,,120836.12+122010.2,good,,,U,U,U,ND
120842.94+132956.3,182.17894742411133,13.498990437808766,3.115,VI,4,1,J120842.9+132956,1,2.05,2.15,0.133,,,,,,,,,,,J120842.9+132956,1,3.145,0.279,4.633,0.634,1010,1010,0.7,,0.576,,,120842.94+132956.3,good,,,U,ND,U,ND
120909.98+102732.2,182.29158960452529,10.45896410422499,3.372,VI,0,1,,,,,,120909+102733,3,9.5,0.5,,,,,,,J120909.6+102732,3,15.42,0.421,16.25,0.756,0110,0330,,2.251,4.192,,,120909.98+102732.2,cand B,"not center, can be radio RG nearby",,ND,Uoff,OIIoff,ND
120913.33+185227.7,182.3055530264254,18.874382305727007,3.134,VI,0,1,J120913.3+185227,1,11.09,11.47,0.135,120913+185228,1,11.5,0.5,,,,,,,J120913.2+185227,1,10.05,0.237,9.749,0.402,1110,1110,0.398,0.735,1.332,,,120913.33+185227.7,good,,,U,U,U,ND
120930.52+254137.0,182.3772062510282,25.693611938047106,3.431,VI,0,1,J120930.5+254136,1,27.89,28.58,0.146,120930+254137,1,26.9,0.9,,,,,,,J120930.5+254136,3,25.22,0.413,25.253,0.715,1110,1130,0.215,0.45,0.308,,,120930.52+254137.0,good,,,U,U,U,ND
120957.51+582011.4,182.4896511484942,58.336508049186065,3.182,PIPE,0,2,J120957.5+582011,1,5.73,5.54,0.117,120957+582013,1,7.9,0.5,,,,,,,,,,,,,1100,1100,0.295,2.548,,,,120957.51+582011.4,cand A,,,U,U,ND,ND
121007.42+524529.0,182.53092171121983,52.7580716571235,3.175,VI,0,1,J121007.4+524529,1,29.13,29.32,0.136,121007+524527,1,26.2,0.9,,,,,,,,,,,,,1100,1100,0.103,1.55,,,,121007.42+524529.0,good,,,U,U,ND,ND
121017.47+252116.7,182.57280553785313,25.354661519440075,3.929,VI,0,1,J121017.4+252116,1,13.12,13.35,0.134,121017+252116,1,12.8,0.9,,,,,,,J121017.4+252116,1,16.798,0.379,17.229,0.668,1110,1110,0.158,1.063,0.653,,,121017.47+252116.7,good,,,U,U,U,ND
121042.95+254420.0,182.67898376122264,25.738904877082405,3.356,VI,4,1,,,,,,121042+254426,1,10,0.5,,,,,,,,,,,,,0100,0100,,12.604,,,,121042.95+254420.0,cand B,radio or affected by radio,,ND,Uoff,ND,ND
121103.89+545950.7,182.76623422971417,54.99743121568864,3.602,VI,0,1,J121103.9+545950,1,28.72,30.01,0.152,121103+545950,1,24.5,0.8,,,,,,,,,,,,,1100,1100,0.179,0.198,,,,121103.89+545950.7,good,,,U,U,ND,ND
121108.84+313632.3,182.78685465751457,31.60899970978854,3.213,VI,0,1,J121108.8+313632,1,3.84,2.99,0.142,121107+313625,3,2.8,0.5,,,,,,,,,,,,,1100,1300,0.424,13.79,,,,121108.84+313632.3,cand B,2 dominate by radio,2 offset,U,Eoff,ND,ND
121125.90+440757.9,182.85794503753988,44.132750599141545,3.354,VI,0,1,J121125.8+440757,1,1.66,1.67,0.139,,,,,,,,,,,,,,,,,1000,1000,0.612,,,,,121125.90+440757.9,good,,,U,ND,ND,ND
121129.18+243958.9,182.87158334225543,24.666381115326192,3.021,VI,0,1,J121129.1+243958,1,21.3,21.91,0.136,121129+244000,1,25,0.8,,,,,,,J121129.1+243958,1,25.892,0.333,27.24,0.596,1110,1110,0.244,1.312,0.564,,,121129.18+243958.9,good,,,U,U,U,ND
121130.50+082023.7,182.87708982968655,8.339938008446566,3.385,VI,0,1,J121130.5+082023,1,4.68,4.95,0.143,121130+082020,3,4.1,0.4,,,,,,,J121130.5+082024,1,6.34,0.39,7.075,0.727,1110,1310,0.49,3.368,0.92,,,121130.50+082023.7,good,,,U,U,U,ND
121134.39+322615.2,182.89330194583556,32.437569996339825,4.144,VI,0,1,J121134.4+322615,1,3.69,3.49,0.149,121134+322604,1,3.4,0.4,,,,,,,,,,,,,1100,1100,0.423,11.721,,,,121134.39+322615.2,good B,,2 affected by radio,U,Uaf,ND,ND
121210.04+395048.8,183.0418372738773,39.84689829666931,3.728,VI,0,1,J121210.0+395048,1,1.45,1.43,0.148,,,,,,,,,,,,,,,,,1000,1000,0.15,,,,,121210.04+395048.8,good,,,U,ND,ND,ND
121241.19+192659.4,183.1716271155755,19.449840519781432,3.099,VI,0,1,,,,,,,,,,,,,,,,J121241.0+192657,3,2.74,0.428,5.229,1.172,0010,0030,,,3.024,,,121241.19+192659.4,good B,affected or jet,affected or jet,ND,ND,Uaf,ND
121308.33-004823.9,183.28472389710308,-0.806647219,3.404,VI,0,1,J121308.2-004824,1,1.61,1.21,0.157,,,,,,,,,,,,,,,,,1000,1000,0.62,,,,,121308.33-004823.9,good,,,U,ND,ND,ND
121329.07+181029.1,183.37113475820863,18.174763836977515,4.5,VI,0,1,J121329.1+181028,1,2.3,3.02,0.135,121329+181038,3,2.3,0.4,,,,,,,J121329.0+181030,1,1.637,0.296,1.623,0.511,1110,1310,0.807,9.737,1.655,,,121329.07+181029.1,good B,,2 affected by radio,U,SEaf,U,ND
121332.55+575814.6,183.38565886675693,57.97074065416728,3.029,VI,64,1,J121332.5+575814,1,9.53,10.15,0.14,121332+575816,1,11.3,0.5,,,,,,,,,,,,,1100,1100,0.027,1.891,,,,121332.55+575814.6,good,,,U,U,ND,ND
121402.15+431235.5,183.508998713273,43.209885601727386,3.049,VI,0,1,J121402.2+431235,1,1.42,1.49,0.136,,,,,,,,,,,,,,,,,1000,1000,0.638,,,,,121402.15+431235.5,good,,,U,ND,ND,ND
121421.45+620703.7,183.58939872546307,62.117699400695784,3.002,VI,0,1,J121421.5+620703,1,18,20.49,0.153,121421+620703,1,22.7,0.8,,,,,,,,,,,,,1100,1100,0.724,0.5,,,,121421.45+620703.7,good,,,U,U,ND,ND
121421.76+513333.0,183.5906692706777,51.55916819721194,3.294,VI,0,1,J121421.7+513333,1,58.2,74.09,0.136,121421+513334,1,74.3,2.3,,,,,,,,,,,,,1100,1100,0.545,1.194,,,,121421.76+513333.0,good,,ext,SE,U,ND,ND
121519.77-011140.7,183.83239576516172,-1.194640781,3.01,VI,0,1,J121519.8-011140,1,6.21,6.39,0.175,121519-011144,1,4,0.4,,,,,,,J121519.7-011139,1,7.363,0.349,7.46,0.611,1110,1110,0.693,5.313,1.323,,,121519.77-011140.7,good,,,U,U,U,ND
121547.81+155630.2,183.9492193513057,15.941741759179685,3.629,VI,0,1,J121547.8+155630,1,21.91,22.5,0.144,121547+155629,1,21.5,0.8,,,,,,,J121547.7+155629,1,20.035,0.508,21.369,0.918,1110,1110,0.099,0.763,1.418,,,121547.81+155630.2,good,,,U,U,U,ND
121548.90+642228.4,183.9537907900707,64.37456900850596,3.236,VI,0,1,,,,,,121548+642229,1,64.8,2,,,,,,,,,,,,,0100,0100,,1.411,,,,121548.90+642228.4,good,,,ND,U,ND,ND
121603.35+185601.5,184.01398196443165,18.933770635511515,3.628,VI,0,1,J121603.3+185601,1,1.83,1.83,0.15,,,,,,,,,,,J121603.4+185601,1,2.728,0.316,5,0.846,1010,1010,0.524,,1.338,,,121603.35+185601.5,good,,,U,ND,U,ND
121603.95+130624.0,184.0164850769406,13.106692811858627,3.083,VI,0,1,J121603.9+130624,1,10.18,10.12,0.151,121603+130621,3,7.2,0.5,,,,,,,J121603.9+130623,3,8.606,0.449,7.618,0.719,1110,1330,0.083,2.519,0.214,,,121603.95+130624.0,good,,,U,U,U,ND
121619.12+392415.1,184.07969151963516,39.40421831074386,3.315,VI,0,1,J121619.1+392415,1,2.85,2.97,0.13,121618+392420,3,2.9,0.4,,,,,,,,,,,,,1100,1300,0.368,9.267,,,,121619.12+392415.1,good B,,2 affected by radio,U,Uaf,ND,ND
121634.84+025714.3,184.1451851100533,2.9539808974950374,3.115,VI,0,1,J121634.8+025715,1,3.06,3.77,0.149,121634+025713,1,6.9,0.5,,,,,,,J121634.8+025714,1,7.254,0.324,7.889,0.594,1110,1110,0.761,7.944,0.416,,,121634.84+025714.3,good B,,radio affect 2,U,Uaf,U,ND
121636.39+040306.3,184.15166194084415,4.051774306558938,3.185,VI,0,1,,,,,,,,,,,,,,,,J121636.5+040305,3,2.414,0.43,4.041,1.07,0010,0030,,,2.289,,,121636.39+040306.3,good B,,slightly affected by cp,ND,ND,Uaf,ND
121637.69+234228.5,184.1570689798632,23.707928845200698,3.816,VI,0,1,J121637.6+234228,1,2.37,2.12,0.141,,,,,,,,,,,,,,,,,1000,1000,0.273,,,,,121637.69+234228.5,good,,,U,ND,ND,ND
121638.89+324327.8,184.16207850365672,32.72441502172589,3.257,VI,4,1,J121638.9+324328,1,2.42,2.17,0.145,,,,,,,,,,,,,,,,,1000,1000,0.553,,,,,121638.89+324327.8,good,,,U,ND,ND,ND
121650.52+620545.0,184.21051790235825,62.095839773846095,4.48,VI,4,1,J121650.6+620545,1,5.16,4.78,0.144,121650+620545,1,8.2,0.5,,,,,,,,,,,,,1100,1100,0.687,1.838,,,,121650.52+620545.0,good,,,U,U,ND,ND
121730.43+361301.5,184.3768080377584,36.217096810346106,3.191,PIPE,0,2,J121730.4+361301,1,19.59,20.59,0.142,121730+361302,1,20.8,0.7,,,,,,,,,,,,,1100,1100,0.258,0.814,,,,121730.43+361301.5,cand A,,,U,U,ND,ND
121738.68+643932.7,184.4111938012535,64.65908851151258,3.314,VI,0,1,,,,,,121738+643930,3,6.3,0.4,,,,,,,,,,,,,0100,0300,,1.956,,,,121738.68+643932.7,good,,,ND,U,ND,ND
121743.02+380506.1,184.4292515693573,38.08503896231994,3.101,PIPE,0,2,,,,,,121742+380512,3,3,0.4,,,,,,,,,,,,,0100,0300,,6.694,,,,121743.02+380506.1,cand A,,,ND,U,ND,ND
121756.20-024140.1,184.48416694530025,-2.694480707,3.87,VI,0,1,J121756.2-024140,1,3.06,2.35,0.138,,,,,,,,,,,J121756.2-024140,1,6.169,0.284,7.265,0.551,1010,1010,0.66,,0.883,,,121756.20-024140.1,good,,,U,ND,U,ND
121902.52+382822.0,184.76050745334345,38.47280030593091,3.012,VI,0,1,J121902.5+382821,1,2.49,2.58,0.141,,,,,,,,,,,,,,,,,1000,1000,0.328,,,,,121902.52+382822.0,good,,,U,ND,ND,ND
121912.95+194221.1,184.80399362111984,19.705876515428713,3.284,VI,0,1,,,,,,121913+194222,3,9.2,0.5,,,,,,,J121912.9+194221,1,8.568,0.375,8.552,0.649,0110,0310,,2.519,0.918,,,121912.95+194221.1,good,,,ND,U,U,ND
121915.42+365718.5,184.81425119545744,36.95515958360953,3.59,VI,0,1,J121915.4+365719,1,28.24,30.05,0.144,121915+365718,1,28.5,0.9,,,,,,,,,,,,,1100,1100,0.576,0.88,,,,121915.42+365718.5,good,,,U,U,ND,ND
121916.79+623026.0,184.8199691237928,62.50724509654891,3.054,VI,0,1,J121916.7+623026,1,8.4,8.31,0.145,121917+623028,1,6.4,0.4,,,,,,,,,,,,,1100,1100,0.199,2.734,,,,121916.79+623026.0,good,,,U,U,ND,ND
121919.97+204912.4,184.83324068514955,20.820137432346737,3.247,VI,0,1,J121919.9+204912,1,2.75,2.85,0.136,121920+204908,3,3,0.4,,,,,,,J121919.8+204912,3,2.43,0.332,2.549,0.597,1110,1330,0.3,3.724,2.035,,,121919.97+204912.4,good B,,2 affected by cp,U,Uaf,U,ND
121957.15+484926.8,184.9881594950784,48.82413061451905,3.185,VI,0,1,J121957.1+484926,1,6.92,7.11,0.135,121958+484931,3,4.7,0.5,,,,,,,,,,,,,1100,1300,0.186,14.286,,,,121957.15+484926.8,cand B,2 dominated by cp,,U,CJoff,ND,ND
122004.44+063147.8,185.0185164654231,6.529962491807283,3.238,VI,0,1,J122004.4+063147,1,10.43,11.03,0.147,122003+063147,1,6.1,0.5,,,,,,,J122004.4+063147,1,15.015,0.455,14.934,0.785,1110,1110,0.038,7.272,0.699,,,122004.44+063147.8,good,,,U,U,U,ND
122027.95+261903.5,185.11648974916943,26.317665159718224,3.701,VI,0,1,J122027.9+261903,1,34.34,35.04,0.148,122027+261903,1,32.4,1,,,,,,,J122027.9+261903,1,55.966,0.39,58.11,0.692,1110,1110,0.048,0.98,0.525,,,122027.95+261903.5,good,,,U,U,U,ND
122032.96+125104.1,185.1373547404536,12.851157208106416,3.248,VI,0,1,J122032.9+125104,1,6.06,6.15,0.152,122033+125107,3,4.7,0.4,,,,,,,J122032.9+125103,1,10.227,0.564,10.253,0.98,1110,1310,0.33,3.378,1.164,,,122032.96+125104.1,good,,,U,U,U,ND
122039.21+175853.3,185.16341305255267,17.981499715688255,3.133,VI,0,1,J122039.2+175853,1,4.96,5.47,0.131,122039+175849,3,5.8,0.4,,,,,,,J122039.1+175852,3,6.943,0.342,7.018,0.597,1110,1330,0.274,3.594,1.598,,,122039.21+175853.3,good,,,U,U,U,ND
122045.25-011426.7,185.1885730471339,-1.240771206,3.054,VI,0,1,J122045.2-011427,1,4.41,4.05,0.14,122045-011429,1,3.2,0.5,,,,,,,J122045.1-011426,1,4.304,0.635,4.84,1.194,1110,1110,0.611,5.61,1.336,,,122045.25-011426.7,good,,,U,U,U,ND
122135.64+280613.8,185.39852815352504,28.10385234841334,3.325,VI,0,1,J122135.6+280613,1,27.21,28.76,0.157,122135+280614,1,26.4,0.9,,,,,,,J122135.5+280613,1,23.184,0.945,24.532,1.701,1110,1110,0.132,1.313,1.034,,,122135.64+280613.8,good,,,U,U,U,ND
122144.93+225247.4,185.43721210898045,22.87983894043874,3.013,VI,0,1,J122144.9+225247,1,20.52,21.12,0.144,122144+225248,1,21.4,0.8,,,,,,,J122144.8+225246,1,24.808,0.776,27.28,1.434,1110,1110,0.069,1.287,0.961,,,122144.93+225247.4,good,,,U,U,U,ND
122155.89+374223.7,185.48288573017487,37.706609857411685,3.176,VI,0,1,J122155.8+374223,1,49.89,52.99,0.145,122155+374223,1,54.8,1.7,,,,,,,,,,,,,1100,1100,0.133,0.636,,,,122155.89+374223.7,good,,,U,U,ND,ND
122201.82+260414.9,185.5076239805879,26.070831634187705,3.508,VI,0,1,J122201.8+260415,1,58.87,61.56,0.149,122201+260415,1,60.2,1.8,,,,,,,J122201.8+260415,1,68.117,0.418,68.296,0.726,1110,1110,0.157,1.092,0.213,,,122201.82+260414.9,good,,,U,U,U,ND
122204.52+062703.7,185.5188404214846,6.451036350341478,3.776,VI,4,1,J122204.5+062703,1,2.34,2.18,0.145,,,,,,,,,,,J122204.5+062704,1,4.154,0.431,5.92,0.955,1010,1010,0.029,,1.402,,,122204.52+062703.7,good,,,U,ND,U,ND
122219.44+524728.9,185.58100034649357,52.79137274543524,3.484,VI,0,1,J122219.3+524728,1,7.52,8.94,0.133,122219+524731,1,8.9,0.5,,,,,,,,,,,,,1100,1100,0.46,2.381,,,,122219.44+524728.9,good,,,U,U,ND,ND
122309.64+512129.1,185.7901961145285,51.35808496188267,3.701,VI,0,1,J122309.6+512129,1,1.93,1.56,0.131,,,,,,,,,,,,,,,,,1000,1000,0.215,,,,,122309.64+512129.1,good,,,U,ND,ND,ND
122326.47+560448.8,185.8603061299542,56.08024786177789,3.192,PIPE,0,2,J122326.4+560448,1,14.96,16.1,0.151,122326+560449,3,15.9,0.6,,,,,,,,,,,,,1100,1300,0.086,2.617,,,,122326.47+560448.8,cand A,,2 affected by radio,U,Uaf,ND,ND
122343.15+503753.4,185.9298246576925,50.631519866685345,3.491,VI,0,1,J122343.1+503753,1,222.33,228.79,0.152,122343+503753,1,236.3,7.1,,,,,,,,,,,,,1100,1100,0.073,0.484,,,,122343.15+503753.4,good,,,U,U,ND,ND
122347.36+043332.7,185.9473604044016,4.559101943592343,3.472,VI,0,1,,,,,,,,,,J122346+043408,3,0.174134,0.021582,0.187978,0.027526,,,,,,,0001,0003,,,,36.826,1.08,122347.36+043332.7,rejected B,cp,,ND,ND,ND,Ucp
122507.83+614644.7,186.28263135246576,61.77908405893928,3.301,VI,0,1,,,,,,122511+614638,3,2.6,0.5,,,,,,,,,,,,,0100,0300,,24.76,,,,122507.83+614644.7,rejected B,radio,,ND,Uoff,ND,ND
122535.08+042809.8,186.39618666016673,4.4693989156532,3.05,VI,4,1,J122535.0+042810,1,1.54,1.23,0.139,,,,,,,,,,,,,,,,,1000,1000,0.667,,,,,122535.08+042809.8,good,,,U,ND,ND,ND
122541.88+453801.1,186.42450100567012,45.633664902486295,3.53,VI,0,1,J122541.9+453801,1,9.96,9.89,0.149,122541+453803,1,8.8,0.5,,,,,,,,,,,,,1100,1100,0.24,2.313,,,,122541.88+453801.1,good,,,U,SE,ND,ND
122542.59+334001.3,186.42746185374617,33.667052021054694,3.202,PIPE,4,3,,,,,,122543+334020,3,4.8,0.6,,,,,,,,,,,,,0100,0300,,20.614,,,,122542.59+334001.3,rejected A,redshift unreliable,,,,,
122546.03+151023.9,186.4418304089337,15.173319366085634,3.158,VI,0,1,J122545.9+151024,1,6.42,8.9,0.136,122546+151028,1,8.3,0.5,,,,,,,,,,,,,1100,1100,0.776,4.317,,,,122546.03+151023.9,good,,,U,U,ND,ND
122606.12+041907.1,186.52552480406055,4.318666512765753,3.128,VI,0,1,,,,,,,,,,J122604+041922,3,0.158982,0.024416,0.146234,0.0261921,,,,,,,0001,0003,,,,23.622,0.92,122606.12+041907.1,cand B,tar or radio or mix,,ND,ND,ND,Uoff
122629.63+232715.5,186.62348826550263,23.45432511608329,3.105,VI,0,1,J122629.6+232715,1,1.71,1.1,0.14,,,,,,,,,,,,,,,,,1000,1000,0.218,,,,,122629.63+232715.5,good,,,U,ND,ND,ND
122702.98+400404.2,186.76244398828396,40.06784798860555,3.023,VI,0,1,,,,,,122701+400418,1,2.8,0.5,,,,,,,,,,,,,0100,0100,,19.633,,,,122702.98+400404.2,cand B,radio or affected by radio,,ND,Uoff,ND,ND
122709.62+373018.4,186.7901042318014,37.505136783901065,3.445,VI,0,1,J122709.6+373018,1,11.49,13.93,0.138,122709+373018,3,15.4,0.6,,,,,,,,,,,,,1100,1300,0.507,1.722,,,,122709.62+373018.4,good,RG?,ext,CJ,U,ND,ND
122722.12+075554.9,186.8421717354679,7.9319400234535316,3.17,VI,0,1,J122722.1+075555,1,1.68,1.39,0.145,,,,,,,,,,,J122722.0+075553,1,2.063,0.308,2.664,0.638,1010,1010,0.555,,1.38,,,122722.12+075554.9,good,,,U,ND,U,ND
122728.77+135630.6,186.8699122012332,13.941837762755544,3.348,VI,0,1,J122728.7+135630,1,37.86,38.8,0.144,122728+135629,1,31.2,1,,,,,,,J122728.6+135629,1,20.762,3.042,28.528,6.572,1110,1110,0.059,1.435,2.495,,,122728.77+135630.6,good,,,U,U,U,ND
122739.42+574539.8,186.9142543046613,57.761059532172,3.298,VI,0,1,J122739.4+574539,1,33.31,34.37,0.144,122739+574539,1,37.4,1.2,,,,,,,,,,,,,1100,1100,0.16,0.392,,,,122739.42+574539.8,good,,,U,U,ND,ND
