sdss_name,ra,dec,sdss_z,sdss_source_z,FIRST,source_tier_first,NVSS,source_tier_nvss,GLEAM,source_tier_gleam,RACS-DR1_1,source_tier_racs,recno,RACS-DR1_2,ID,Tile,SBID,MJD,Ng,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Ftot,e_Ftot,s_Ftot,Fpk,e_Fpk,amaj,e_amaj,bmin,e_bmin,PA,e_PA,amaj0,e_amaj0,bmin0,e_bmin0,PA0,e_PA0,Mult,Sep,Noise,GLON,GLAT,Flag
011540.51+035643.3,18.918795810657684,3.945377732681867,4.189,VI,J011540.5+035643,1,011540+035642,1,J011540+035709,1,J011540.5+035643,1,142939,J011540.5+035643,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  142939,RACS_0126+06A,8572,58598.19703,1,18.918752,3.945521,0.04,0.04,183.895,1.195,13.426,179.952,0.68,25.52,0.1,25.08,0.09,17.29,7.94,5.09,0.1,1.29,0.09,17.29,7.94,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.6506,0.677,134.519085,-58.379901,-
142048.01+120545.9,215.2000496259252,12.096100000887946,4.026,VI,J142048.0+120546,1,142047+120547,1,J142048+120550,1,J142047.9+120546,1,1284539,J142047.9+120546,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1284539,RACS_1418+12A,13590,58969.62347,1,215.199961,12.09635,0.03,0.03,132.901,0.543,9.818,129.992,0.309,25.33,0.06,25.23,0.06,104.22,26.32,4.04,0.06,3.41,0.06,104.22,26.32,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,0.6631,0.307,1.641786,64.219063,-
105407.13-012342.3,163.5297439214346,-1.395110014,3.984,VI,J105407.1-012342,1,105407-012342,1,J105407-012349,1,J105407.0-012342,1,981375,J105407.0-012342,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  981375,RACS_1057+00A,8589,58601.53404,1,163.529501,-1.395143,0.07,0.07,86.173,1.013,6.61,84.599,0.578,25.46,0.18,25.01,0.17,72.66,15.29,4.84,0.18,0.29,0.17,72.66,15.29,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.6897,0.575,253.489102,49.86886,-
034402.85-065300.6,56.011882,-6.883502,3.942,DR6Q_HW,J034402.8-065300,1,034402-065254,1,J034402-065301,1,J034403.0-065255,1,381488,J034403.0-065255,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  381488,RACS_0355-06A,8583,58600.3548,1,56.012686,-6.882124,0.25,0.3,21.075,0.798,2.13,17.911,0.41,30.26,0.77,24.34,0.5,33.35,5.09,17.04,0.77,,0.5,33.35,5.09,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,2.9906,0.399,194.704538,-44.365406,-
155930.97+030448.1,239.87904974515965,3.0800517491744697,3.895,VI,J155930.9+030448,1,155930+030447,1,J155931+030456,1,J155930.9+030448,1,1434529,J155930.9+030448,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1434529,RACS_1555+00A,8589,58601.59832,2,239.879094,3.080085,0.01,0.01,410.762,1.718,29.304,390.987,0.474,26.18,0.03,25.23,0.03,68.94,1.33,7.76,0.03,3.08,0.03,68.94,1.33,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.2126,0.474,13.160441,39.077563,-
082323.32+155206.8,125.84717662459765,15.868564901977727,3.793,VI,J082323.3+155206,1,082323+155207,1,J082322+155153,1,J082323.2+155206,1,740146,J082323.2+155206,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  740146,RACS_0817+18A,8548,58595.51451,1,125.846984,15.868529,0.06,0.06,117.538,1.123,8.8,113.205,0.632,25.6,0.14,25.39,0.14,153.59,27.6,5.42,0.14,4.31,0.14,153.59,27.6,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.3077,0.626,208.279551,27.32274,-
135406.89-020603.2,208.528736,-2.100897,3.719,DR6Q_HW,J135406.8-020603,1,135406-020603,1,J135406-020605,1,J135406.8-020603,1,1238785,J135406.8-020603,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1238785,RACS_1351+00A,8589,58601.5663,1,208.528502,-2.100976,0.01,0.01,724.269,1.238,51.214,715.432,0.709,25.24,0.03,25.08,0.02,162.62,6.65,3.4,0.03,1.98,0.02,162.62,6.65,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,2.1842,0.707,332.726575,57.100175,-
080710.74+131739.4,121.79477975113514,13.294297328184715,3.716,VI,J080710.7+131739,1,080710+131739,1,J080709+131743,1,J080710.6+131740,1,710039,J080710.6+131740,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  710039,RACS_0800+12A,8568,58597.40772,1,121.79438,13.294493,0.09,0.09,48.773,0.721,3.98,47.289,0.408,25.61,0.22,25.19,0.22,52.87,21.29,5.53,0.22,2.97,0.22,52.87,21.29,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.8887,0.405,209.161813,22.700389,-
083322.49+095941.2,128.3437464843796,9.99478743618365,3.713,VI,J083322.5+095941,1,083322+095941,1,J083322+095937,1,J083322.4+095941,1,745840,J083322.4+095941,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  745840,RACS_0825+12A,8568,58597.41832,1,128.343432,9.994824,0.04,0.04,160.041,1.023,11.747,156.545,0.582,26.1,0.1,24.52,0.09,87.06,2.84,,0.1,,0.09,0.0,2.84,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.2622,0.579,215.427597,27.145611,-
110147.88+001039.4,165.44952836375555,0.17762067190867664,3.693,VI,J110147.8+001039,1,110147+001038,1,J110148+001039,1,J110147.8+001039,1,980730,J110147.8+001039,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  980730,RACS_1057+00A,8589,58601.53404,1,165.449235,0.17755,0.02,0.02,290.651,1.055,20.872,283.367,0.599,25.38,0.05,25.27,0.05,10.63,19.45,4.35,0.05,3.64,0.05,10.63,19.45,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,0.9826,0.595,254.062832,52.324136,-
003843.98+031120.9,9.683276650663402,3.189141097906384,3.674,VI,J003843.9+031120,1,003843+031120,1,J003844+031119,1,J003843.9+031121,1,70660,J003843.9+031121,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=   70660,RACS_0037+06A,8578,58599.12285,1,9.683107,3.189263,0.04,0.04,182.707,1.225,13.346,178.06,0.695,25.62,0.1,25.07,0.1,96.4,6.96,5.59,0.1,1.3,0.1,96.4,6.96,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.1279,0.691,116.668788,-59.52789,-
100012.26+102151.8,150.05109881034574,10.364406790930898,3.639,VI,J100012.2+102151,1,100012+102159,1,J100012+102207,1,J100012.2+102159,1,892657,J100012.2+102159,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  892657,RACS_1006+12A,8568,58597.45023,4,150.05106,10.366496,0.4,0.59,93.076,1.535,7.181,34.637,0.408,69.73,1.62,28.28,0.42,122.37,1.43,65.09,1.62,13.21,0.42,122.37,1.43,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,2.6732,0.408,227.113338,46.411956,-
075910.06+283310.8,119.79192491005938,28.55301402748549,3.59,VI,J075910.0+283311,1,075910+283311,1,J075909+283324,1,J075910.0+283311,1,733695,J075910.0+283311,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  733695,RACS_0809+25A,8548,58595.47201,1,119.791689,28.553163,0.09,0.09,79.304,1.079,6.147,75.802,0.605,25.7,0.21,25.5,0.2,128.49,30.67,5.96,0.21,4.73,0.2,128.49,30.67,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,4.0762,0.598,192.757534,26.463208,-
003407.66+073432.8,8.531951416025777,7.57578439094368,3.526,VI,J003407.6+073432,1,003407+073433,1,J003407+073428,1,J003407.6+073433,1,71051,J003407.6+073433,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=   71051,RACS_0037+06A,8578,58599.12285,1,8.531803,7.575964,0.05,0.05,226.358,1.75,16.438,216.186,0.98,25.66,0.12,25.51,0.12,99.49,31.59,5.76,0.12,5.06,0.12,99.49,31.59,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.496,0.969,115.430295,-55.043449,-
222951.52-012934.4,337.46468934503247,-1.492899185,3.504,VI,J222951.5-012934,1,222951-012934,1,J222951-012929,1,J222951.5-012934,1,1996542,J222951.5-012934,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1996542,RACS_2233+00A,8586,58600.96121,1,337.464791,-1.492965,0.04,0.04,99.361,0.685,7.487,96.784,0.389,25.38,0.1,25.29,0.1,107.06,45.99,4.35,0.1,3.79,0.1,107.06,45.99,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.699,0.386,63.967655,-47.487998,-
134052.33+090651.6,205.2180484084655,9.114351886930201,3.467,VI,J134052.3+090651,1,134052+090651,1,J134052+090656,1,J134052.2+090651,1,1242838,J134052.2+090651,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1242838,RACS_1351+06A,8570,58597.65874,2,205.217886,9.114232,0.02,0.02,254.806,0.723,18.351,246.987,0.361,25.36,0.04,25.03,0.04,15.68,5.14,3.96,0.04,0.85,0.04,15.68,5.14,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.8955,0.361,338.199954,68.531414,-
110257.39+073821.4,165.73913557589054,7.639303592860876,3.45,VI,J110257.4+073821,1,110257+073820,1,J110257+073826,1,J110257.4+073822,1,983197,J110257.4+073822,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  983197,RACS_1057+06A,13667,58970.51151,1,165.739198,7.639529,0.06,0.06,69.329,0.647,5.392,67.149,0.366,25.54,0.14,25.28,0.14,42.07,21.07,5.21,0.14,3.67,0.14,42.07,21.07,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.8338,0.363,245.07824,57.749465,-
014149.55-044026.3,25.45648345868338,-4.673986215,3.43,VI,J014149.5-044026,1,014149-044026,1,J014149-044025,1,J014149.9-044026,1,191332,J014149.9-044026,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  191332,RACS_0151-06A,8587,58601.18781,1,25.458007,-4.674163,0.08,0.07,49.891,0.589,4.036,47.414,0.329,25.95,0.18,25.37,0.17,94.34,12.92,6.9,0.18,4.26,0.17,94.34,12.92,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,2.9499,0.325,153.30066,-64.532369,-
084223.00+001001.7,130.59584675163632,0.1671475170986897,3.421,VI,J084223.0+001002,1,084222+001003,1,J084222+001003,1,J084222.8+001002,1,785291,J084222.8+001002,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  785291,RACS_0853+00A,8592,58602.30584,1,130.59535,0.167373,0.13,0.13,25.612,0.512,2.349,23.957,0.282,26.54,0.32,25.21,0.29,132.51,9.49,8.87,0.32,3.1,0.29,132.51,9.49,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,2.8578,0.278,226.255455,24.552531,-
084825.04+200011.7,132.1043562528554,20.003271113596465,3.418,VI,J084825.0+200011,1,084825+200011,1,J084824+200026,1,J084825.0+200011,1,772014,J084825.0+200011,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  772014,RACS_0843+18A,8548,58595.50392,1,132.104296,20.003262,0.04,0.04,77.395,0.5,5.939,75.266,0.283,25.64,0.1,25.08,0.09,150.18,7.49,5.64,0.1,1.96,0.09,150.18,7.49,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.6068,0.281,206.314888,34.370834,-
113502.79+080200.0,173.76165011303982,8.033338217283998,3.412,VI,J113502.8+080200,1,113502+080200,1,J113503+080139,1,J113502.7+080201,1,1015817,J113502.7+080201,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1015817,RACS_1122+06A,13669,58970.53513,1,173.761648,8.033623,0.14,0.13,23.833,0.481,2.221,21.688,0.26,27.17,0.34,25.33,0.29,112.92,7.81,10.52,0.34,4.06,0.29,112.92,7.81,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.5089,0.255,255.948065,63.698716,-
020624.40-091617.3,31.601706538507578,-9.271477084,3.41,VI,J020624.4-091617,1,020624-091618,1,J020624-091615,1,J020624.3-091616,1,201747,J020624.3-091616,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  201747,RACS_0206-12A,8641,58607.04411,1,31.601293,-9.271145,0.07,0.07,70.712,0.727,5.498,66.755,0.404,26.07,0.16,25.44,0.15,124.82,9.89,7.34,0.16,4.55,0.15,124.82,9.89,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.3146,0.398,171.206754,-64.856977,-
105713.25-013913.7,164.30520848459344,-1.653830131,3.41,VI,J105713.2-013913,1,105713-013913,1,J105713-013916,1,J105713.1-013913,1,981099,J105713.1-013913,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  981099,RACS_1057+00A,8589,58601.53404,1,164.304995,-1.653831,0.19,0.19,31.791,0.961,2.89,30.748,0.543,25.7,0.46,25.16,0.44,107.16,33.59,5.94,0.46,2.73,0.44,107.16,33.59,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.6634,0.538,254.654522,50.196719,-
021928.90+002441.9,34.87043851539892,0.4116435130246019,3.396,VI,J021928.8+002442,1,021928+002441,1,J021928+002446,1,J021928.8+002442,1,217471,J021928.8+002442,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  217471,RACS_0216+00A,8582,58600.11703,1,34.870154,0.411784,0.08,0.07,92.389,1.081,7.051,88.534,0.606,26.56,0.19,24.56,0.16,93.23,3.7,,0.19,,0.16,0.0,3.7,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,0.8401,0.6,164.06313,-55.267604,-
025807.91+002126.7,44.532971122870265,0.3574387502427737,3.376,VI,J025807.9+002126,1,025807+002128,1,J025807+002133,1,J025807.8+002126,1,295283,J025807.8+002126,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  295283,RACS_0306+00A,8582,58600.12774,1,44.532678,0.357403,0.24,0.22,18.411,0.672,1.911,17.972,0.382,26.18,0.57,24.47,0.5,105.2,13.26,,0.57,,0.5,0.0,13.26,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,2.0504,0.38,176.074969,-48.98793,-
110805.84+103307.8,167.02436004568193,10.552193726871495,3.373,VI,J110805.8+103307,1,110805+103307,1,J110805+103318,1,J110805.8+103308,1,973053,J110805.8+103308,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  973053,RACS_1056+12A,13666,58970.49965,1,167.024189,10.552465,0.16,0.17,27.75,0.699,2.541,25.98,0.386,26.01,0.39,25.71,0.38,168.01,47.12,7.17,0.39,5.84,0.38,168.01,47.12,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.4224,0.38,242.238352,60.574331,-
021937.13-093540.4,34.90472502126164,-9.594569833,3.369,VI,J021937.1-093540,1,021937-093541,1,J021937-093535,1,J021937.0-093540,1,222746,J021937.0-093540,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  222746,RACS_0216-06A,12463,58935.22351,1,34.904508,-9.59447,0.15,0.16,24.349,0.576,2.279,22.542,0.316,26.43,0.38,25.59,0.35,134.94,17.25,8.54,0.38,5.3,0.35,134.94,17.25,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.3811,0.31,176.98114,-62.795678,-
164208.61+184859.4,250.53591287698214,18.816519862487002,3.333,VI,J164208.6+184859,1,164208+184859,1,J164208+184853,1,J164208.5+184859,1,1492636,J164208.5+184859,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1492636,RACS_1634+18A,8548,58595.80251,1,250.535796,18.816484,0.04,0.04,236.851,1.473,17.143,228.875,0.831,25.76,0.09,25.12,0.09,168.01,6.4,6.21,0.09,2.33,0.09,168.01,6.4,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.7122,0.824,36.955944,36.692321,-
233446.40-090812.2,353.693338,-9.136733,3.329,DR6Q_HW,J233446.3-090812,1,233446-090811,1,J233446-090801,1,J233446.3-090811,1,2102237,J233446.3-090811,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 2102237,RACS_2334-12A,12517,58936.11148,1,353.69312,-9.136627,0.2,0.2,29.727,0.958,2.753,29.154,0.546,25.49,0.48,25.05,0.46,73.63,40.46,4.95,0.48,0.58,0.46,73.63,40.46,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.4491,0.544,74.147341,-64.474676,-
073458.89+250455.0,113.7454111997802,25.08196447013357,3.296,VI,J073458.9+250455,1,073458+250455,1,J073500+250521,1,J073458.8+250456,1,701365,J073458.8+250456,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  701365,RACS_0741+25A,8547,58595.37986,1,113.745137,25.082305,0.05,0.05,75.425,0.639,5.815,71.887,0.357,25.83,0.13,25.4,0.13,163.63,11.33,6.47,0.13,4.45,0.13,163.63,11.33,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.564,0.353,194.333394,20.213847,-
152228.92+114313.2,230.62050512817464,11.720359036600335,3.296,VI,J152228.9+114313,1,152228+114313,1,J152229+114330,1,J152228.8+114311,1,1406016,J152228.8+114311,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1406016,RACS_1534+12A,8570,58597.70137,1,230.620344,11.71998,0.14,0.14,31.671,0.688,2.803,29.812,0.381,26.07,0.34,25.51,0.32,159.3,22.86,7.35,0.34,4.94,0.32,159.3,22.86,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.1165,0.376,16.909107,51.40324,-
021435.77+015703.0,33.64906174783346,1.9508433106636311,3.285,VI,J021435.7+015703,1,021435+015702,1,J021435+015657,1,J021435.7+015703,1,217846,J021435.7+015703,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  217846,RACS_0216+00A,8582,58600.11703,1,33.648898,1.950972,0.11,0.08,226.823,3.501,16.748,237.015,2.068,26.86,0.26,22.28,0.18,84.25,2.04,,0.26,,0.18,0.0,2.04,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,2.0113,2.105,160.790614,-54.689939,-
125630.27+054439.2,194.12614022652545,5.744241359293636,3.274,VI,J125630.2+054439,1,125630+054439,1,J125630+054448,1,J125630.2+054439,1,1158147,J125630.2+054439,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1158147,RACS_1302+06A,13588,58969.59962,1,194.126091,5.744301,0.05,0.05,69.696,0.587,5.411,67.504,0.332,25.56,0.13,25.25,0.12,64.21,16.26,5.31,0.13,3.53,0.12,64.21,16.26,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.4891,0.329,306.384877,68.582075,-
081310.80+131629.3,123.29502852048007,13.274831097302817,3.266,VI,J081310.8+131629,1,081310+131629,1,J081311+131627,1,J081310.6+131629,1,747670,J081310.6+131629,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno=  747670,RACS_0825+12A,8568,58597.41832,1,123.294524,13.274878,0.1,0.1,74.43,1.165,5.828,70.587,0.649,26.25,0.25,25.14,0.23,59.86,8.42,7.89,0.25,2.66,0.23,59.86,8.42,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.0253,0.641,209.830828,24.025082,-
150021.42+144630.7,225.08927065119087,14.77521805444698,3.251,VI,J150021.4+144630,1,150021+144629,1,J150022+144622,1,J150021.4+144630,1,1366932,J150021.4+144630,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1366932,RACS_1509+12A,13593,58969.65872,1,225.089304,14.77506,0.05,0.05,66.901,0.563,5.214,65.165,0.319,25.46,0.13,25.24,0.12,7.27,23.38,4.7,0.13,3.37,0.12,7.27,23.38,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,3.1172,0.317,17.123978,57.591515,-
133121.81+000248.4,202.84090827116734,0.04679241162240384,3.233,VI,J133121.8+000248,1,133121+000249,1,J133123+000230,1,J133121.8+000247,1,1194141,J133121.8+000247,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1194141,RACS_1326+00A,13591,58969.63522,1,202.841049,0.046579,0.03,0.03,113.243,0.548,8.445,109.413,0.309,25.56,0.07,25.31,0.07,86.17,11.91,5.31,0.07,3.96,0.07,86.17,11.91,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,1.1179,0.307,324.067979,61.269123,-
131049.64+162858.2,197.70684183321492,16.482856578423334,3.222,VI,J131049.6+162858,1,131049+162858,1,J131049+162854,1,J131049.6+162858,1,1169978,J131049.6+162858,http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/other/PASA/38.58/galcut&recno= 1169978,RACS_1305+18A,8548,58595.6319,1,197.706683,16.482866,0.05,0.06,214.246,1.789,15.6,201.228,0.99,26.25,0.13,25.38,0.12,169.39,6.48,7.94,0.13,4.32,0.12,169.39,6.48,http://vizier.u-strasbg.fr/viz-bin/VizieR?-6N&-info=XML&-out.add=.&&lt;&quot;Note&quot;&catid=1019003803&notid=6&-out.emph=%-1s,2.6979,0.975,326.794831,78.446228,-
