sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,source_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,source_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,source_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,source_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
152901.18+565011.7,232.2549266154847,56.83658862854636,QSO,3.819,VI,3.848417282104492,0,3.819,3.0,1.0,3.8023909541921244,J152901.0+565011,232.2544685425991,56.83654995415103,1.73,2.28,0.152,4.56,0.7,30.9,0.9127660002134393,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,2.213781607030314,,,
152949.49+563149.1,232.45621013539267,56.53030725151907,QSO,3.2899656295776367,PIPE,3.2899656295776367,0,-1.0,0.0,1.0,3.3019997278638646,J152949.4+563148,232.45588926545926,56.53016382413488,1.69,1.98,0.146,2.62,1.86,31.1,0.8200245079329709,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.988849293321094,,,
091017.75+562445.0,137.57398842472998,56.4125113316332,QSO,3.699,VI,3.6979880332946777,0,3.699,3.0,1.0,3.6940541955867108,J091017.7+562444,137.5737638818461,56.412375039577235,1.75,1.88,0.142,3.17,0.0,18.1,0.663865888547063,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.6101099736345406,,,
143320.06+562227.9,218.3336138736148,56.374440514424236,QSO,3.383,VI,3.386672019958496,0,3.383,3.0,1.0,3.3734093695825367,J143320.1+562227,218.33375251629144,56.37425966537256,1.14,0.82,0.144,0.0,0.0,176.4,0.7072954517779402,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.7154428231941805,,,
163531.82+562020.6,248.88258827897272,56.33908150780407,QSO,3.252,VI,3.252169370651245,0,3.252,3.0,1.0,3.2522266551102534,J163531.8+562020,248.88270017042473,56.33905130970078,1.34,2.74,0.141,5.67,5.38,95.2,0.24832863679951003,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.602285218647346,,,
142712.90+561908.3,216.80378848653055,56.31897459039032,QSO,4.247,VI,4.248208999633789,0,4.247,3.0,1.0,4.182180299914365,J142712.9+561908,216.80386921915024,56.318920934622824,20.1,20.48,0.146,1.07,0.0,162.3,0.25157427823594747,1,,,-2147483648,1,1,142712+561908,216.80321088585595,0.09,56.31897093469108,0.8,21.6,0.8,19.4,19.3,1.1532248432782102,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.6101570721967171,8.571309485918439,,
142043.11+561355.4,215.17964521418924,56.232078937700756,QSO,3.485,VI,3.5027782917022705,0,3.485,3.0,1.0,3.4988767636271474,J142043.1+561355,215.17971924098157,56.232165547952455,1.45,1.51,0.148,2.36,0.0,168.4,0.34519387135636465,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.8372182877186343,,,
124715.71+561135.0,191.81549765919783,56.19308018596241,QSO,4.127999782562256,VI,4.14393424987793,0,4.127999782562256,3.0,1.0,4.12220545912745,J124715.7+561134,191.81561082539807,56.19301523122437,37.17,38.49,0.167,1.43,0.23,170.5,0.3256705609993288,1,,,-2147483648,1,1,124715+561134,191.8156274920421,0.08,56.19294578677819,0.7,31.1,1.0,22.3,16.7,0.5492986100061001,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.7898668066874395,2.142895903662812,,
153408.77+560833.4,233.5365473882507,56.14263505464322,QSO,3.104,VI,3.1039412021636963,0,3.104,3.0,1.0,3.0905638359431933,J153408.8+560834,233.53708073255282,56.142869278817635,1.84,2.3,0.15,5.75,0.0,67.4,1.3620804066820242,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,3.3035364354994554,,,
082130.75+560744.1,125.37814359058653,56.128925333723814,QSO,3.48,VI,3.2097887992858887,0,3.48,3.0,1.0,3.506479868975358,J082130.7+560744,125.37812866967623,56.12896152613027,8.11,7.91,0.182,0.55,0.0,165.1,0.13368768268328812,1,,,-2147483648,1,1,082130+560730,125.37716200260984,0.41,56.125061526149494,3.7,5.1,0.5,55.9,35.1,14.048452203333316,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.32424026444001197,5.99171361299879,,
092543.16+560712.8,141.42984256391995,56.12024198585966,QSO,3.082,VI,3.0812997817993164,0,3.082,3.0,1.0,3.044318117834602,J092543.1+560712,141.42998106162133,56.12009986718614,2.21,1.78,0.155,1.46,0.0,18.1,0.5822489433705865,1,,,-2147483648,1,1,092543+560712,141.43003939495688,1.17,56.12006097829446,7.2,3.1,0.5,109.0,49.5,0.7620028488294874,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.412160519645936,0.34834530570748473,,
122326.47+560448.8,185.8603061299542,56.08024786177789,QSO,3.191957712173462,PIPE,3.191957712173462,0,-1.0,0.0,1.0,3.187472744524208,J122326.4+560448,185.86027303313327,56.08023250572121,14.96,16.1,0.151,2.08,0.52,172.2,0.08646857975400754,1,,,-2147483648,1,1,122326+560449,185.8615438666089,0.12,56.080474172260175,1.0,15.9,0.6,25.6,19.1,2.6165689731906796,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.2097170856288132,15.938843349961223,,
160547.50+555908.6,241.4479307988996,55.98573538863679,QSO,3.357,VI,3.358120918273926,0,3.357,3.0,-1.0,-1.0,J160547.5+555909,241.44798417718098,55.98584913043621,1.55,2.02,0.134,4.01,1.67,170.4,0.42334531090064964,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.026763293222981,,,
150002.92+555847.1,225.0121951112279,55.97976871003944,QSO,3.509,VI,3.4880154132843018,4,3.509,3.0,1.0,3.481974253604558,J150002.9+555846,225.01217290994873,55.97961454413628,1.37,0.81,0.139,0.0,0.0,172.9,0.556795776921123,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.3504281003616967,,,
161724.04+555610.8,244.35019566982166,55.93635683737339,QSO,3.0916409492492676,PIPE,3.0916409492492676,0,-1.0,0.0,1.0,3.0863226442923493,J161724.0+555610,244.35030888140636,55.93634055558141,9.7,13.04,0.132,4.59,1.18,10.6,0.23568579510742316,1,,,-2147483648,1,1,161724+555610,244.35037554802733,0.11,55.936190555575976,1.0,15.2,0.6,20.0,19.3,0.6999263428318314,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.5716219035642678,2.5114932847443154,,
123044.87+555334.3,187.68695846514413,55.89286283762913,QSO,3.138,VI,3.1380562782287598,0,3.138,3.0,1.0,3.1343051993900017,J123044.8+555334,187.68699389378384,55.89289343232656,30.09,32.55,0.136,2.16,0.51,173.1,0.13132385105351174,1,,,-2147483648,1,1,123044+555334,187.68712722712232,0.07,55.89289065453525,0.7,34.3,1.1,18.9,15.3,0.3550881367007207,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3185071601603153,2.7945094443985425,,
140345.52+555128.5,210.9396833096701,55.8579244444931,QSO,3.18,VI,3.1644084453582764,0,3.18,3.0,1.0,3.1874640092222384,J140345.4+555128,210.9395650470592,55.857852103861795,1.85,1.98,0.139,2.27,0.0,154.9,0.3534377457872831,1,,,-2147483648,1,1,140346+555126,210.94212754685952,0.77,55.85738821470272,6.8,2.3,0.4,59.1,55.8,5.302471524023609,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.8572120810608755,6.366625128357837,,
112144.26+554953.3,170.43443267875668,55.83147847479021,QSO,3.193,VI,3.1926639080047607,0,3.193,3.0,1.0,3.1725512055103398,J112144.2+554953,170.43448855036524,55.831570077878496,4.36,3.71,0.138,1.1,0.0,173.3,0.34858285231959785,1,,,-2147483648,1,1,112144+554950,170.43387605004557,0.32,55.83061452237673,3.3,5.2,0.4,43.8,33.3,3.307587916100531,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.8454377042397022,3.4865525880607433,,
124546.58+554527.0,191.44408657153033,55.75751382659514,QSO,4.432000160217285,VI,4.485936641693115,0,4.432000160217285,3.0,1.0,4.4234113032930455,J124546.5+554526,191.44410233516157,55.75748193630155,3.91,4.69,0.15,3.5,0.67,158.9,0.11916327810516815,1,,,-2147483648,1,1,124547+554526,191.44616900186244,0.56,55.7573624916436,3.5,4.4,0.5,61.5,38.0,4.253438178226231,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.289013392880304,7.417175250695089,,
102527.68+554458.3,156.36533331966695,55.74953882055379,QSO,3.3,VI,3.300194263458252,0,3.3,3.0,1.0,3.2940572149293486,J102527.7+554458,156.36572042142467,55.74949064293726,2.25,3.16,0.148,4.32,2.46,43.0,0.8032636128808678,1,,,-2147483648,1,1,102527+554455,156.3641245877479,0.49,55.74878230971674,6.0,3.8,0.5,71.3,41.0,3.662652494864389,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.9481992773032235,4.9180816809143515,,
124728.05+554131.7,191.86690520117753,55.69215770243984,QSO,3.176,VI,3.1768908500671387,0,3.176,3.0,1.0,3.177543458471697,J124728.1+554131,191.8670939952428,55.692131892563644,3.15,2.77,0.152,0.0,0.0,93.4,0.39418950083123233,1,,,-2147483648,1,1,124727+554134,191.86533566214166,0.66,55.69302911496783,8.3,2.8,0.5,81.2,50.3,4.470316332854612,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.9560496716430554,4.785876888900625,,
161920.04+553603.7,244.8334998736326,55.60104406485216,QSO,5.414,VI,5.553882122039795,4,5.414,2.0,-1.0,-1.0,J161920.0+553603,244.83336708021045,55.60100440522393,32.07,32.35,0.136,1.01,0.0,3.9,0.3054951187551399,2,1.6936944723129272,5.414,260,2,3,161919+553600,244.8328754133654,0.06,55.6001071830415,0.6,48.1,1.8,16.5,17.0,3.6039781845398164,3,0.08331529796123505,5.414,16253,3,3,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.740934203027399,12.220832079216175,,
105019.00+553154.2,162.57916887633107,55.531746345776185,QSO,3.052,VI,3.052896738052368,0,3.052,3.0,1.0,3.047351692265007,J105019.0+553154,162.57919605297963,55.53186240011242,1.34,1.41,0.144,3.31,0.0,38.2,0.42144871830794234,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.0221633091615812,,,
102343.13+553132.3,155.92973837268966,55.52564936132063,QSO,4.48,VI,4.491945743560791,0,4.48,3.0,1.0,4.446722734776792,J102343.1+553132,155.92980365468404,55.52559067362462,1.99,2.79,0.144,4.76,1.77,16.7,0.24966722812744244,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.6055318440748136,,,
140707.48+553105.7,211.78118042660577,55.518255615280204,QSO,3.918,VI,3.9149818420410156,0,3.918,3.0,1.0,3.9274181368877006,J140707.4+553105,211.78119408568463,55.5182631263136,6.02,5.39,0.14,0.0,0.0,175.4,0.038809086461006066,1,,,-2147483648,1,1,140707+553107,211.78196075252342,0.34,55.51883257067735,2.9,5.0,0.4,37.0,34.5,2.615991921481868,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.09412586499125253,4.544288911437795,,
114615.17+552942.0,176.5632384068806,55.495013512653,QSO,3.189,VI,3.1981756687164307,4,3.189,3.0,1.0,3.168970577617716,J114615.1+552942,176.56308061215785,55.49518063239721,1.04,2.44,0.138,7.64,4.9,61.2,0.6822836054263213,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.654781587862038,,,
150206.53+552146.5,225.52723650520716,55.36292722029977,QSO,3.33,VI,3.3297812938690186,0,3.33,3.0,1.0,3.3210831063695343,J150206.5+552146,225.5272226891793,55.362795048577944,86.54,91.94,0.151,1.64,0.99,132.7,0.4766572544048823,1,,,-2147483648,1,1,150206+552146,225.52708518924902,0.06,55.362997826369366,0.6,89.4,2.7,19.4,16.0,0.4005873148008585,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.1560636445063333,2.687618063102603,,
161959.52+551453.7,244.9980010762775,55.24825568362089,QSO,3.102,VI,3.103663444519043,0,3.102,3.0,-1.0,-1.0,J161959.4+551453,244.99779614191112,55.248209947483886,2.23,2.42,0.147,3.12,0.0,21.4,0.4516247488867518,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.0953503611964515,,,
103730.30+551447.0,159.37628680242887,55.24640888380076,QSO,3.429509162902832,PIPE,3.429509162902832,0,-1.0,0.0,1.0,3.4260051319242812,J103730.2+551446,159.37615397886228,55.24635709061371,5.49,5.93,0.151,2.56,0.0,10.7,0.33024836140771324,1,,,-2147483648,1,1,103729+551445,159.3733748118193,0.3,55.24603209082144,3.0,5.5,0.4,40.3,32.6,6.127953650475415,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.8009695720760309,18.90289102736116,,
133750.12+551400.3,204.458838581527,55.233417448887124,QSO,3.395,VI,3.3947184085845947,0,3.395,3.0,1.0,3.388953289858299,J133750.0+551400,204.4587148953267,55.23343056778327,8.45,8.25,0.153,0.72,0.0,8.9,0.25826343149138287,1,,,-2147483648,1,1,133749+551358,204.45825239518618,0.2,55.233000012276754,1.8,8.0,0.5,29.8,25.9,1.9251981313078894,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.6263809275917763,5.445719193210379,,
105437.23+551223.4,163.6551284605993,55.20652039063416,QSO,3.314,VI,3.3143792152404785,0,3.314,3.0,1.0,3.318651677700311,J105437.2+551223,163.65506274895102,55.20647064790789,73.14,75.74,0.196,1.27,0.68,14.9,0.22425196418772428,1,,,-2147483648,1,1,105437+551223,163.65541691568183,0.06,55.20658731454617,0.6,74.6,2.3,18.4,15.9,0.6396598866380329,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.5438907798536428,5.096521033885241,,
121103.89+545950.7,182.76623422971414,54.99743121568864,QSO,3.602,VI,3.6013405323028564,0,3.602,3.0,1.0,3.596539604296515,J121103.9+545950,182.76625169764557,54.99748003583157,28.72,30.01,0.152,1.44,0.75,157.1,0.17941597257858835,1,,,-2147483648,1,1,121103+545950,182.76629336431284,0.08,54.99747448027191,0.8,24.5,0.8,19.0,16.9,0.19791539447050843,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.43514766118477116,0.9729182709212708,,
131729.28+545720.6,199.37200262807505,54.955746802406594,QSO,5.069638252258301,PIPE,5.069638252258301,0,-1.0,0.0,1.0,1.6614701328613104,J131729.2+545720,199.37202726968422,54.95575332887762,4.9,5.3,0.159,2.31,0.0,173.6,0.05609548965728543,1,,,-2147483648,1,1,131729+545724,199.37183560333452,0.44,54.9567505511201,4.3,4.0,0.4,53.0,39.2,3.6299523564556493,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.13605155559516038,1.1363560399851835,,
140822.98+545037.3,212.09577823122606,54.84372162662913,QSO,3.233,VI,3.2335023880004883,0,3.233,3.0,1.0,3.2291250115210817,J140823.0+545037,212.09586052851998,54.8437853154293,2.8,2.68,0.144,1.55,0.0,5.1,0.2857827266849676,1,,,-2147483648,1,1,140823+545026,212.09983552743446,0.96,54.84061031501123,12.8,3.2,0.5,138.0,50.6,14.007022604713773,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.6931251173254127,8.757525474207105,,
115351.74+544759.8,178.4656053585904,54.79995269871087,QSO,3.0920724868774414,PIPE,3.0920724868774414,0,-1.0,0.0,1.0,3.054271857760387,J115351.7+544759,178.46557637624886,54.79999711933619,11.38,11.54,0.255,1.47,0.0,19.5,0.17085004945589152,1,,,-2147483648,1,1,115351+544803,178.46620970992035,0.21,54.801030452609176,1.8,8.1,0.5,28.9,27.2,4.077563045134879,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.4143722635697768,5.805562071721436,,
124054.91+543652.2,190.22880092285862,54.61450411559609,QSO,3.938,VI,3.9412310123443604,0,3.938,3.0,1.0,3.94168621867166,J124054.9+543652,190.22879359636377,54.61454872820581,14.89,15.09,0.149,1.3,0.0,122.0,0.16132999384955093,1,,,-2147483648,1,1,124054+543652,190.22904359635007,0.12,54.61447372818014,1.1,13.8,0.6,20.4,20.0,0.517586814062882,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3912827108922286,3.240168408720832,,
142634.84+543622.7,216.64519954805445,54.60631529552557,QSO,4.856,VI,4.855699062347412,0,4.856,3.0,1.0,4.844157465764155,J142634.8+543622,216.64523117141758,54.60632372885293,4.28,4.36,0.152,2.27,0.0,158.1,0.07259121033737893,1,,,-2147483648,1,1,142634+543617,216.64529367098868,0.71,54.604943173290906,6.3,2.5,0.4,57.2,54.0,4.943537292971424,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.1760595608236626,0.8303792772657321,,
143533.77+543559.2,218.89074760038125,54.59979425848215,QSO,3.81,VI,3.8101389408111572,0,3.81,3.0,1.0,3.819243725192302,J143533.7+543559,218.89075192622695,54.599795719158436,93.26,95.78,0.149,0.89,0.88,90.0,0.010441910234179211,1,,,-2147483648,1,1,143533+543559,218.89075192622101,0.05,54.59977627471399,0.6,83.4,2.5,18.1,16.2,0.06536705942909064,2,,,13955,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.025325352622587845,0.13356222732483455,,
120041.35+543549.6,180.17231742388248,54.59713459711806,QSO,3.91,VI,3.9099338054656982,0,3.91,3.0,1.0,3.885023010606476,J120041.3+543549,180.1722930937463,54.59719140003284,2.52,1.93,0.151,0.0,0.0,179.5,0.2106919601433732,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.5110030831218721,,,
084400.57+543105.3,131.00239945213798,54.51813942338186,QSO,3.716,VI,3.721381902694702,0,3.716,3.0,1.0,3.716849138736788,J084400.5+543105,131.00215021715428,54.51807249684038,53.82,56.9,0.149,1.53,1.02,57.7,0.5738337697356082,1,,,-2147483648,1,1,084400+543105,131.00212105050477,0.06,54.51831138573015,0.6,55.4,1.7,17.4,15.7,0.8495122317387267,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.3917503808195715,5.091214795928245,,
113144.30+543058.4,172.9346080275467,54.516242108807276,QSO,3.055,VI,3.0550639629364014,0,3.055,3.0,1.0,3.0635400214028152,J113144.2+543057,172.9342300647087,54.515930966322905,20.83,32.98,0.151,6.38,1.16,43.2,1.370579205535439,1,,,-2147483648,1,1,113144+543057,172.9345008980974,0.07,54.5160587440762,0.7,32.9,1.1,19.1,15.5,0.6970412413666094,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,3.324138638007715,2.057925916115913,,
103736.43+543020.7,159.40179452830085,54.505757553721956,QSO,3.1110637187957764,PIPE,3.1110637187957764,0,-1.0,0.0,1.0,3.1169576735206164,J103736.4+543020,159.40173714762125,54.505720977589675,10.25,11.44,0.247,1.84,1.83,0.0,0.17811086286835207,1,,,-2147483648,1,1,103736+543024,159.401999647872,0.15,54.5067265331256,1.5,11.5,0.5,33.8,21.9,3.514575085798918,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.43198220684956196,3.3227117950576743,,
