sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,match_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,match_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,match_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,match_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
172003.71+310000.0,260.01549054,31.00000109,QSO,3.0,VI,2.99351144,0,3.0,3.0,1.0,3.01454603,J172003.7+310000,260.01541238,31.00000333,3.58,3.19,0.132,0.0,0.0,89.6,0.24133537,1,,,NA,1,1,172003+305954,260.01537071,0.27,30.99846722,3.7,4.0,0.4,43.2,39.4,5.53431727,2,0.71450001,3.0,18510,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.58532425,1.96852264,,
073938.85+305951.2,114.91188626,30.99757242,QSO,3.401,VI,3.4025712,0,3.401,3.0,1.0,3.4055673,J073938.8+305951,114.91181866,30.99752274,7.26,6.69,0.372,0.0,0.0,119.3,0.27475669,1,,,NA,1,1,073938+305948,114.91157699,0.45,30.99678386,5.5,2.8,0.4,54.1,50.4,2.99494977,4,0.4558,3.401,3739,4,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.66638276,2.13363043,,
090332.10+305715.1,135.88378172,30.95421908,QSO,3.239,VI,3.23985958,0,3.239,3.0,1.0,3.2398662,J090332.1+305715,135.88384913,30.95436122,1.73,1.67,0.143,0.0,0.0,0.4,0.55239489,1,,,NA,1,1,090332+305718,135.88528663,0.68,30.95517233,6.5,2.4,0.4,77.7,56.0,5.7760182,3,0.111,3.239,6028,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.33975454,6.78035335,,
120011.06+305553.0,180.04610844,30.93141245,QSO,3.349,VI,3.35181785,0,3.349,3.0,1.0,3.3489555,J120011.0+305552,180.04610945,30.93136363,1.22,0.73,0.139,0.0,0.0,70.4,0.17577971,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.42632841,,,
103205.66+305239.3,158.02361088,30.87759882,QSO,3.156,VI,3.16030717,0,3.156,3.0,1.0,3.16225742,J103205.6+305239,158.02365031,30.87760719,4.8,4.17,0.147,0.0,0.0,89.99999,0.12549323,1,,,NA,1,1,103205+305239,158.02212114,0.3,30.87755997,3.7,3.8,0.4,42.4,40.0,4.60505886,2,,,8490,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.3043658,14.5558036,,
092156.27+305157.1,140.48446683,30.86588184,QSO,3.058,VI,3.06146169,0,3.058,3.0,1.0,3.05234368,J092156.2+305157,140.48451606,30.86594158,15.66,15.66,0.154,1.15,0.0,33.4,0.26343079,1,,,NA,1,1,092156+305159,140.48474523,0.09,30.86650547,1.1,15.2,0.9,22.9,20.0,2.40424611,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.63891357,6.70971338,,
170732.69+305114.5,256.88621907,30.85403428,QSO,3.715,VI,3.72151589,0,3.715,3.0,1.0,3.71815574,J170732.7+305114,256.88627503,30.85398408,2.92,2.78,0.139,0.65,0.0,57.2,0.25013206,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.60665927,,,
090502.22+304557.5,136.25927126,30.76598558,QSO,3.085,VI,3.08535862,0,3.085,3.0,1.0,3.07663641,J090502.2+304558,136.25920748,30.76615565,2.12,1.83,0.149,0.0,0.0,137.8,0.64323979,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.56008578,,,
134412.05+304556.3,206.05022339,30.76566471,QSO,3.259,VI,3.25862336,0,3.259,3.0,1.0,3.25795068,J134412.0+304556,206.05014309,30.76564429,1.67,1.51,0.141,0.89,0.0,107.8,0.25906658,1,,,NA,1,1,134412+304554,206.05162226,0.47,30.76513873,7.9,2.6,0.4,77.8,53.4,4.72335443,5,0.26530001,3.259,13771,5,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.62832869,9.00838615,,
135908.29+304253.1,209.78456429,30.71475668,QSO,3.296,VI,3.29299855,0,3.296,3.0,1.0,3.29191502,J135908.2+304253,209.7845764,30.71475778,44.28,45.43,0.143,0.89,0.85,0.0,0.0376857,1,,,NA,1,1,135908+304253,209.78445557,0.04,30.71483278,0.6,40.5,1.3,16.1,15.6,0.43393363,2,,,14169,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.09140125,3.15665491,,
134946.95+304148.3,207.44563336,30.69675586,QSO,3.219,VI,3.21876717,0,3.219,3.0,1.0,3.22221445,J134946.9+304148,207.44568474,30.69676914,5.69,5.38,0.15,0.0,0.0,89.99999,0.16609718,1,,,NA,1,1,134947+304150,207.44603891,0.26,30.69738858,3.6,4.3,0.4,43.4,38.1,2.60085642,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.40284487,4.55085414,,
161051.60+304139.6,242.7150383,30.69435176,QSO,3.35,VI,3.4159081,0,3.35,3.0,1.0,3.36289587,J161051.6+304139,242.71503398,30.69441291,3.38,2.71,0.147,0.0,0.0,179.8,0.22056378,1,,,NA,1,1,161050+304139,242.71224648,0.39,30.69432958,4.8,3.1,0.4,49.6,46.6,8.64286822,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.53494575,21.46584304,,
134711.77+303721.9,206.79905677,30.62277206,QSO,3.475,VI,3.47552705,0,3.475,3.0,1.0,3.46811066,J134711.7+303721,206.79893473,30.62276088,1.62,1.64,0.141,2.81,0.0,39.2,0.38019762,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.92211462,,,
102106.78+303137.5,155.27826305,30.52709684,QSO,3.062,VI,3.0629704,0,3.062,3.0,1.0,3.06479026,J102106.8+303137,155.27837514,30.52709905,1.37,0.78,0.166,0.0,0.0,179.99998,0.34769597,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.84328661,,,
162023.38+302818.8,245.09742449,30.4719149,QSO,3.318,VI,3.31732321,0,3.318,3.0,1.0,3.30656632,J162023.3+302818,245.09744636,30.47184049,9.81,10.04,0.147,1.18,0.1,26.8,0.27630697,1,,,NA,1,1,162023+302816,245.09703802,0.1,30.47135716,1.3,10.9,0.5,23.2,22.499998,2.33866395,2,,,17590,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.67014282,8.61775361,,
091548.90+302542.6,138.95377548,30.42852473,QSO,3.167,VI,3.16706276,0,3.167,3.0,1.0,3.17289978,J091548.9+302542,138.95374511,30.4285472,6.15,6.64,0.143,1.73,1.29,12.5,0.12422886,1,,,NA,1,1,091549+302540,138.95462011,0.18,30.4279222,2.1,6.8,0.5,36.2,28.8,3.40281142,4,0.001,3.167,6343,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.30129926,12.77457244,,
141042.30+302534.9,212.67625262,30.42637185,QSO,3.06,VI,2.87337375,4,3.06,3.0,1.0,3.06224084,J141042.3+302535,212.67625967,30.42639914,6.96,6.71,0.138,1.04,0.0,28.3,0.10067089,1,,,NA,1,1,141042+302534,212.67612217,0.15,30.42633248,2.0,7.0,0.4,30.4,27.8,0.42903012,3,0.3416,3.06,14481,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.24416277,2.24732422,,
161933.65+302115.0,244.89022912,30.35419393,QSO,3.811,VI,3.81150579,0,3.811,3.0,1.0,3.80462303,J161933.6+302115,244.89009635,30.35416829,3.88,4.19,0.149,1.95,0.95,89.2,0.42264901,1,,,NA,1,1,161933+302110,244.88887135,0.43,30.35277385,4.1,3.7,0.5,62.5,42.4,6.62772193,3,0.1074,3.811,17572,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.02507428,9.63512195,,
124411.34+302049.1,191.04726122,30.34698446,QSO,3.269,VI,3.26904964,0,3.269,3.0,1.0,3.2637912,J124411.2+302049,191.0470596,30.34697364,4.6,4.93,0.141,2.38,0.0,98.8,0.62759124,1,,,NA,1,1,124411+302048,191.0466221,0.24,30.34672364,2.7,5.2,0.4,41.9,33.6,2.1963853,2,0.3283,3.269,12118,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.52213226,7.64474573,,
094705.51+302008.5,146.77298159,30.33570437,QSO,3.099,VI,3.09471416,0,3.099,3.0,1.0,3.10146712,J094705.5+302008,146.7729872,30.33567181,45.4,46.9,0.146,1.26,0.58,22.8,0.11850461,1,,,NA,1,1,094705+302009,146.7727872,0.04,30.33592181,0.6,47.7,1.5,18.1,14.8,0.98871063,3,,,7244,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.28741589,5.75362007,,
101418.78+301944.0,153.57826466,30.32890786,QSO,3.401,VI,3.4013567,0,3.401,3.0,1.0,3.40688106,J101418.7+301943,153.57827504,30.3288325,28.86,30.37,0.143,1.25,1.23,179.99998,0.27319495,1,,,NA,1,1,101418+301942,153.57816254,0.05,30.32833806,0.7,30.9,1.3,17.4,19.4,2.07567906,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.66259509,4.05833865,,
152549.04+301610.9,231.45437409,30.26969685,QSO,3.228,VI,3.22792721,0,3.228,3.0,1.0,3.22765098,J152549.0+301611,231.45438847,30.26972781,7.11,7.29,0.152,1.73,0.0,89.9,0.12008098,1,,,NA,1,1,152549+301611,231.4546218,0.14,30.26977503,1.8,7.8,0.5,28.3,26.3,0.82000743,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.29123916,4.479397,,
112049.11+301520.1,170.20465159,30.25558532,QSO,3.121,VI,3.11713099,0,3.121,3.0,1.0,3.1171705,J112049.1+301519,170.20482573,30.25549788,1.06,1.73,0.132,6.21,1.97,126.8,0.62638505,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.51920639,,,
165127.94+301417.3,252.86642573,30.23813966,QSO,3.052,VI,3.05192208,0,3.052,3.0,1.0,3.03973313,J165127.9+301417,252.866471,30.23813157,14.18,14.04,0.134,0.93,0.0,61.9,0.14377662,1,,,NA,1,1,165127+301416,252.865996,0.08,30.23793991,1.1,14.4,0.6,25.1,19.7,1.51771375,4,,,18153,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.34870952,10.45689485,,
092329.99+301107.6,140.87499641,30.18547071,QSO,3.078,VI,3.07833648,0,3.078,3.0,1.0,3.06448085,J092329.9+301107,140.87484521,30.18542767,32.38,34.39,0.141,1.6,1.03,131.5,0.49536447,1,,,NA,1,1,092329+301106,140.87487021,0.05,30.18519989,0.7,35.5,1.1,19.5,18.6,1.05105784,2,,,6545,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.20143508,3.77346425,,
141620.50+301027.0,214.08545509,30.1741752,QSO,3.155,VI,3.16616368,0,3.155,3.0,1.0,3.16208331,J141620.5+301026,214.08557212,30.17414344,1.87,1.52,0.14,1.56,0.0,53.3,0.38175316,1,,,NA,1,1,141620+301030,214.08720546,0.61,30.175249,6.9,2.5,0.4,80.3,53.8,6.67968059,3,0.32960001,3.155,14631,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.92588728,8.83047104,,
124258.19+300939.2,190.74247138,30.16091214,QSO,3.555,VI,3.54697704,4,3.555,3.0,1.0,3.54416332,J124258.2+300939,190.74251374,30.16085701,3.61,3.14,0.139,0.0,0.0,114.8,0.23826654,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.5778812,,,
102156.55+300140.4,155.48566628,30.02789924,QSO,3.12,VI,3.12024784,0,3.12,3.0,1.0,3.13289649,J102156.5+300140,155.48550844,30.02795459,1.43,1.41,0.134,1.69,0.0,166.5,0.53077183,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.28731107,,,
112933.62+295704.3,172.39008413,29.95119713,QSO,3.115,VI,3.09640455,4,3.115,3.0,1.0,3.11621738,J112933.6+295704,172.39018827,29.95125046,1.82,1.92,0.144,3.77,0.0,141.9,0.37733452,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.91517082,,,
104959.00+294919.5,162.49587325,29.82210698,QSO,3.227,VI,3.2185483,0,3.227,3.0,1.0,3.23698631,J104959.0+294919,162.49590456,29.82208741,3.82,3.36,0.137,0.0,0.0,125.0,0.12051874,1,,,NA,1,1,104958+294922,162.49357956,0.39,29.82280963,3.8,4.6,0.5,65.2,45.5,7.59726885,2,0.37259999,3.227,8991,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.29230085,17.80560058,,
124122.03+294620.5,190.34182145,29.77238531,QSO,3.295,VI,3.29505515,0,3.295,3.0,1.0,3.29653505,J124122.0+294620,190.34186784,29.77245149,76.62,77.51,0.129,0.59,0.58,179.99998,0.27890714,1,,,NA,1,1,124121+294620,190.34149701,0.04,29.77244594,0.6,72.5,2.2,19.7,16.1,1.03704052,4,0.83429998,3.295,12035,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.67644924,9.41983682,,
075758.47+294600.3,119.4936453,29.76675569,QSO,3.041,VI,3.08390999,0,3.041,3.0,1.0,3.0468595,J075758.4+294600,119.4936356,29.76675328,14.03,13.51,0.146,0.0,0.0,21.500002,0.03153812,1,,,NA,1,1,075758+294601,119.49357727,0.08,29.76697828,1.1,14.4,0.6,21.8,20.0,0.82903267,2,,,4175,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.07649118,1.81177496,,
115135.99+294225.8,177.89998137,29.70718869,QSO,3.501,VI,3.50083971,0,3.501,3.0,1.0,3.50411981,J115135.9+294225,177.89998007,29.7071694,3.58,3.38,0.126,0.73,0.0,117.9,0.06956617,1,,,NA,1,1,115136+294227,177.90070507,0.68,29.70761384,4.9,3.3,0.5,91.1,46.7,2.73190452,2,0.39269999,3.501,10660,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.16872273,3.30716678,,
104553.78+293551.0,161.47410218,29.59750388,QSO,3.078,VI,3.08207941,4,3.078,3.0,1.0,2.96202069,J104553.7+293550,161.47413783,29.59747915,6.94,6.67,0.11,0.0,0.0,131.0,0.14273355,1,,,NA,1,1,104553+293551,161.47320449,0.18,29.59764304,2.2,6.4,0.4,35.0,29.6,2.85431224,4,0.69,3.078,8873,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.34617967,13.6484883,,
083837.89+293325.3,129.65789531,29.5570365,QSO,3.292,VI,3.29255605,0,3.292,3.0,1.0,3.28873423,J083837.8+293325,129.65770704,29.55703087,4.29,5.97,0.155,5.3,0.0,54.5,0.58994581,1,,,NA,1,1,083837+293325,129.65770287,0.16,29.55706142,2.0,6.9,0.4,29.4,28.2,0.60928933,3,0.5248,3.292,5307,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.43082872,3.19432926,,
101909.92+293234.5,154.79136915,29.54293122,QSO,3.869,VI,3.86776876,0,3.869,3.0,1.0,3.86640116,J101909.9+293234,154.7914792,29.54299631,1.36,1.04,0.099,0.0,0.0,28.6,0.41676697,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.01080861,,,
093702.04+292933.2,144.25851229,29.49255784,QSO,3.15,VI,3.14988518,0,3.15,3.0,1.0,3.14519947,J093702.0+292933,144.25852034,29.49255806,21.92,22.0,0.104,0.86,0.0,38.0,0.0252367,1,,,NA,1,1,093702+292932,144.25874534,0.07,29.49244973,0.9,17.1,0.6,19.7,18.6,0.82751608,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.06120799,5.99798257,,
132459.42+292232.9,201.24760483,29.3758181,QSO,3.182,VI,3.17552018,0,3.182,3.0,1.0,3.18195758,J132459.4+292232,201.24758872,29.37576424,1.49,0.95,0.151,0.0,0.0,52.5,0.20035953,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.48594323,,,
083316.91+292228.0,128.32046947,29.3744521,QSO,3.34,VI,3.33980346,0,3.34,3.0,1.0,3.34764809,J083316.9+292228,128.32054862,29.37451146,12.63,12.73,0.135,0.67,0.13,89.99999,0.32760888,1,,,NA,1,1,083316+292229,128.32036945,0.08,29.37472813,1.1,14.0,0.6,26.3,20.5,1.04206032,2,,,5144,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.79456838,2.61002015,,
125825.51+292135.6,194.60632856,29.35989691,QSO,3.352,VI,3.35311365,0,3.352,3.0,1.0,3.32908371,J125825.5+292135,194.60640534,29.35991494,15.37,15.52,0.118,0.57,0.53,89.99999,0.24950837,1,,,NA,1,1,125825+292135,194.60616367,0.08,29.35988994,1.1,14.0,0.6,26.8,20.1,0.51794582,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.60514674,4.03979341,,
074238.80+292127.3,115.66170214,29.35760897,QSO,3.098,VI,3.07242608,0,3.098,3.0,1.0,3.10041724,J074238.8+292128,115.6616812,29.35778941,1.69,1.3,0.138,0.0,0.0,0.7,0.65291437,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.58354996,,,
152105.43+291954.8,230.2726461,29.33190774,QSO,3.738,VI,3.73868632,0,3.738,3.0,1.0,3.7240863,J152105.4+291955,230.27273838,29.33194181,1.74,2.29,0.13,4.51,0.78,119.8,0.31453817,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.76286723,,,
135652.53+291818.7,209.21890778,29.30519633,QSO,3.242,VI,3.24263239,0,3.242,3.0,1.0,3.24789656,J135652.5+291818,209.21887204,29.3050634,124.15,154.21,0.135,3.79,0.98,16.7,0.49154987,1,,,NA,1,1,135652+291817,209.21866371,0.04,29.30497173,0.6,145.0,4.4,17.1,16.0,1.11394376,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.19218351,7.23718856,,
105059.01+291746.6,162.74588106,29.29628294,QSO,3.12,VI,3.12013483,0,3.12,3.0,1.0,3.10562485,J105059.0+291746,162.74600035,29.29626239,1.04,1.07,0.131,3.27,0.0,27.8,0.38173505,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.92584341,,,
112339.59+291710.7,170.91498654,29.28632517,QSO,3.776,VI,3.77617931,0,3.776,3.0,1.0,3.77181473,J112339.6+291710,170.91500481,29.28627004,3.68,3.14,0.136,0.0,0.0,1.8,0.20660894,1,,,NA,1,1,112339+291714,170.91503814,0.32,29.28722559,4.5,3.5,0.4,49.4,43.5,3.24556171,2,0.4867,3.776,9906,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.50110027,0.86729401,,
130531.77+291621.4,196.38238206,29.27261526,QSO,3.313,VI,3.31311822,0,3.313,3.0,1.0,3.30424929,J130531.7+291621,196.38239284,29.27267587,8.58,9.23,0.098,2.13,0.19,158.7,0.22079346,1,,,NA,1,1,130531+291620,196.38162201,0.1,29.2723342,1.4,11.9,0.5,30.6,24.9,2.59239807,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.53550281,16.89249984,,
125832.14+290903.0,194.6339274,29.15084593,QSO,3.476,VI,3.4573698,0,3.476,3.0,1.0,3.49048418,J125832.1+290902,194.63394698,29.15082049,24.4,24.73,0.129,1.03,0.0,169.4,0.11033432,1,,,NA,1,1,125832+290903,194.63403864,0.06,29.15086216,0.8,23.8,0.8,23.4,16.8,0.35460745,2,,,12491,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.26760002,3.00004149,,
100330.29+290434.5,150.87624043,29.07626458,QSO,3.329,VI,3.32898116,0,3.329,3.0,1.0,3.31919602,J100330.2+290434,150.87622481,29.07624657,2.27,2.02,0.276,1.92,0.0,37.5,0.08136996,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.19735113,,,
110549.91+290225.0,166.45798366,29.0402972,QSO,4.066,VI,4.0729599,0,4.066,3.0,1.0,4.05214004,J110549.9+290225,166.45793379,29.0403232,3.9,3.86,0.148,1.82,0.0,123.0,0.18274236,1,,,NA,1,1,110550+290227,166.45970463,0.39,29.04100375,5.4,2.9,0.4,54.1,49.5,5.98405182,2,0.1569,4.066,9417,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.44321538,13.46166401,,
120531.73+290149.1,181.38222634,29.03033282,QSO,3.448,VI,3.4606123,0,3.448,3.0,1.0,3.37924045,J120531.7+290149,181.38245091,29.0304135,1.51,1.46,0.147,2.06,0.0,99.1,0.76421169,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.85348622,,,
093747.32+290020.7,144.44716708,29.00576139,QSO,3.077,VI,3.0761013,0,3.077,3.0,1.0,3.07309812,J093747.3+290021,144.44734948,29.00585527,1.08,1.22,0.142,6.5,0.0,4.2,0.66636534,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.61617389,,,
